addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,x,y,addr:TW:dataset
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,61號,120.655488500274,24.110319112933,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,61號,120.655488500274,24.110319112933,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,61號,120.655488500274,24.110319112933,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,61號,120.655488500274,24.110319112933,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,61號,120.655488500274,24.110319112933,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,63號,120.655565699389,24.110338429161,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,65號,120.655655532877,24.110323335925,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,34鄰,樹義五巷137弄,67號,120.655757821878,24.110329290996,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,69號,120.655755541706,24.110402107477,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,71號,120.655226981667,24.110510170807,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,73號,120.655230967402,24.110583001413,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,75號,120.655320960601,24.110504658221,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,77號,120.655412833148,24.11050291509,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,79號,120.655519323948,24.110505105534,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,81號,120.655623745206,24.110497665965,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,81號,120.655623745206,24.110497665965,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,81號,120.655623745206,24.110497665965,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,81號,120.655623745206,24.110497665965,137998
TW,臺中市,南區,樹義里,7鄰,樹義五巷137弄,81號,120.655623745206,24.110497665965,137998
