addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:unit,addr:full,description,x,y,addr:TW:dataset,source
TW,台灣省,嘉義縣,東石鄉,三家村,13,,三塊厝,526號,,嘉義縣東石鄉三家村13鄰三塊厝526號,農業設施不得設籍,166682.54,2597524.05,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,8號,,嘉義縣民雄鄉中樂村7鄰中樂路市場8號,,191865.88,2606010.34,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,9號,,嘉義縣民雄鄉中樂村8鄰中樂路市場9號,,191839.82,2605992.61,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,10號,,嘉義縣民雄鄉中樂村7鄰中樂路市場10號,,191866.8,2606017.22,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,11號,,嘉義縣民雄鄉中樂村8鄰中樂路市場11號,,191840.21,2605996.58,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,12號,,嘉義縣民雄鄉中樂村7鄰中樂路市場12號,,191866.54,2606023.03,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,13號,,嘉義縣民雄鄉中樂村8鄰中樂路市場13號,,191840.61,2606000.68,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,14號,,嘉義縣民雄鄉中樂村7鄰中樂路市場14號,,191867.07,2606030.17,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,15號,,嘉義縣民雄鄉中樂村8鄰中樂路市場15號,,191841.14,2606005.71,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,16號,,嘉義縣民雄鄉中樂村7鄰中樂路市場16號,,191866.8,2606035.21,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,17號,,嘉義縣民雄鄉中樂村8鄰中樂路市場17號,,191841.93,2606009.94,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,18號,,嘉義縣民雄鄉中樂村7鄰中樂路市場18號,,191867.2,2606038.78,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,19號,,嘉義縣民雄鄉中樂村8鄰中樂路市場19號,,191841.67,2606015.37,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,20號,,嘉義縣民雄鄉中樂村7鄰中樂路市場20號,,191867.6,2606042.49,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,21號,,嘉義縣民雄鄉中樂村8鄰中樂路市場21號,,191841.67,2606020.26,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,22號,,嘉義縣民雄鄉中樂村7鄰中樂路市場22號,,191868.79,2606046.32,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,23號,,嘉義縣民雄鄉中樂村8鄰中樂路市場23號,,191841.54,2606025.82,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,24號,,嘉義縣民雄鄉中樂村7鄰中樂路市場24號,,191868.66,2606050.96,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,25號,,嘉義縣民雄鄉中樂村8鄰中樂路市場25號,,191841.27,2606032.3,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,26號,,嘉義縣民雄鄉中樂村7鄰中樂路市場26號,,191868.39,2606054.79,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,27號,,嘉義縣民雄鄉中樂村8鄰中樂路市場27號,,191841.54,2606038.52,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,29號,,嘉義縣民雄鄉中樂村8鄰中樂路市場29號,,191841.67,2606043.41,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,30號,,嘉義縣民雄鄉中樂村7鄰中樂路市場30號,,191873.02,2606063.26,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,31號,,嘉義縣民雄鄉中樂村8鄰中樂路市場31號,,191841.54,2606049.5,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,33號,,嘉義縣民雄鄉中樂村8鄰中樂路市場33號,,191841.67,2606054.79,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,34號,,嘉義縣民雄鄉中樂村7鄰中樂路市場34號,,191863.37,2606066.04,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,36號,,嘉義縣民雄鄉中樂村7鄰中樂路市場36號,,191861.51,2606066.57,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,37號,,嘉義縣民雄鄉中樂村8鄰中樂路市場37號,,191856.22,2606068.68,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,38號,,嘉義縣民雄鄉中樂村7鄰中樂路市場38號,,191858.6,2606067.89,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,41號,,嘉義縣民雄鄉中樂村8鄰中樂路市場41號,,191844.95,2606065.91,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,8,中樂路,市場,43號,,嘉義縣民雄鄉中樂村8鄰中樂路市場43號,,191839.92,2606066.7,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,6號,1,嘉義縣民雄鄉中樂村7鄰中樂路市場6號之1,,191864.69,2606002.54,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,8號,1,嘉義縣民雄鄉中樂村7鄰中樂路市場8號之1,,191866.14,2606013.52,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,32號,1,嘉義縣民雄鄉中樂村7鄰中樂路市場32號之1,,191869.71,2606063.11,172873,嘉義縣政府
TW,台灣省,嘉義縣,民雄鄉,中樂村,7,中樂路,市場,32號,2,嘉義縣民雄鄉中樂村7鄰中樂路市場32號之2,,191867.73,2606064.43,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,1號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦1號,,183361.26,2605833.71,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,2號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦2號,,183362.32,2605840.06,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,3號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦3號,,183363.12,2605845.35,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,4號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦4號,,183363.65,2605850.64,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,5號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦5號,,183364.18,2605856.2,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,6號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦6號,,183365.5,2605862.28,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,7號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦7號,,183366.03,2605867.58,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,8號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦8號,,183352.8,2605873.93,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,9號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦9號,,183367.61,2605872.34,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,10號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦10號,,183371.32,2605877.89,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,11號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦11號,,183372.11,2605881.6,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,12號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦12號,,183372.91,2605886.36,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,13號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦13號,,183372.91,2605891.12,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,14號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦14號,,183373.44,2605895.09,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,15號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦15號,,183373.96,2605898.27,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,16號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦16號,,183374.23,2605900.91,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,17號,,嘉義縣新港鄉宮前村8鄰中山路奉天大厦17號,,183374.23,2605904.09,172873,嘉義縣政府
TW,台灣省,嘉義縣,新港鄉,宮前村,8,中山路,奉天大厦,8號,1,嘉義縣新港鄉宮前村8鄰中山路奉天大厦8號之1,,183349.62,2605882.92
