source,addr:TW:dataset,addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:full,x,y
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,63號,7,,新竹市東區光明里6鄰光復路二段清大西院63號七樓,249187.9,2743346.12
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,63號,8,,新竹市東區光明里6鄰光復路二段清大西院63號八樓,249187.9,2743346.12
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,,,新竹市東區光明里6鄰光復路二段清大西院64號,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,2,,新竹市東區光明里6鄰光復路二段清大西院64號二樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,3,,新竹市東區光明里6鄰光復路二段清大西院64號三樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,5,,新竹市東區光明里6鄰光復路二段清大西院64號五樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,6,,新竹市東區光明里6鄰光復路二段清大西院64號六樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,7,,新竹市東區光明里6鄰光復路二段清大西院64號七樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,64號,8,,新竹市東區光明里6鄰光復路二段清大西院64號八樓,249193.77,2743359.24
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,,,新竹市東區光明里6鄰光復路二段清大西院65號,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,2,,新竹市東區光明里6鄰光復路二段清大西院65號二樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,3,,新竹市東區光明里6鄰光復路二段清大西院65號三樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,4,,新竹市東區光明里6鄰光復路二段清大西院65號四樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,5,,新竹市東區光明里6鄰光復路二段清大西院65號五樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,6,,新竹市東區光明里6鄰光復路二段清大西院65號六樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,7,,新竹市東區光明里6鄰光復路二段清大西院65號七樓,249204.12,2743355.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,65號,8,,新竹市東區光明里6鄰光復路二段清大西院65號八樓,249204.21,2743355.32
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,,,新竹市東區光明里6鄰光復路二段清大西院66號,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,2,,新竹市東區光明里6鄰光復路二段清大西院66號二樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,3,,新竹市東區光明里6鄰光復路二段清大西院66號三樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,4,,新竹市東區光明里6鄰光復路二段清大西院66號四樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,5,,新竹市東區光明里6鄰光復路二段清大西院66號五樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,6,,新竹市東區光明里6鄰光復路二段清大西院66號六樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,7,,新竹市東區光明里6鄰光復路二段清大西院66號七樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,66號,8,,新竹市東區光明里6鄰光復路二段清大西院66號八樓,249207.23,2743345.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,67號,,,新竹市東區光明里6鄰光復路二段清大西院67號,249173.4,2743286.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,67號,2,,新竹市東區光明里6鄰光復路二段清大西院67號二樓,249173.4,2743286.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,67號,3,,新竹市東區光明里6鄰光復路二段清大西院67號三樓,249173.4,2743286.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,,,新竹市東區光明里6鄰光復路二段清大西院68號,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,2,,新竹市東區光明里6鄰光復路二段清大西院68號二樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,3,,新竹市東區光明里6鄰光復路二段清大西院68號三樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,4,,新竹市東區光明里6鄰光復路二段清大西院68號四樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,5,,新竹市東區光明里6鄰光復路二段清大西院68號五樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,6,,新竹市東區光明里6鄰光復路二段清大西院68號六樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,6,光復路二段,清大西院,68號,7,,新竹市東區光明里6鄰光復路二段清大西院68號七樓,249119.6,2743294.02
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,72號,,,新竹市東區光明里7鄰光復路二段清大東院72號,250124.93,2742834.57
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,73號,,,新竹市東區光明里7鄰光復路二段清大東院73號,250132.28,2742835.53
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,75號,,,新竹市東區光明里7鄰光復路二段清大東院75號,250123.61,2742816.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,76號,,,新竹市東區光明里7鄰光復路二段清大東院76號,250134.38,2742816.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,79號,,,新竹市東區光明里7鄰光復路二段清大東院79號,250128.69,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,79號,2,,新竹市東區光明里7鄰光復路二段清大東院79號二樓,250128.69,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,79號,3,,新竹市東區光明里7鄰光復路二段清大東院79號三樓,250128.69,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,79號,4,,新竹市東區光明里7鄰光復路二段清大東院79號四樓,250128.69,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,80號,,,新竹市東區光明里7鄰光復路二段清大東院80號,250142.76,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,80號,2,,新竹市東區光明里7鄰光復路二段清大東院80號二樓,250142.76,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,80號,3,,新竹市東區光明里7鄰光復路二段清大東院80號三樓,250142.76,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,80號,4,,新竹市東區光明里7鄰光復路二段清大東院80號四樓,250142.76,2742793.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,81號,,,新竹市東區光明里7鄰光復路二段清大東院81號,250128.69,2742775.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,81號,2,,新竹市東區光明里7鄰光復路二段清大東院81號二樓,250128.69,2742775.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,81號,3,,新竹市東區光明里7鄰光復路二段清大東院81號三樓,250128.69,2742775.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,81號,4,,新竹市東區光明里7鄰光復路二段清大東院81號四樓,250128.69,2742775.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,82號,,,新竹市東區光明里7鄰光復路二段清大東院82號,250143.35,2742775.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,82號,2,,新竹市東區光明里7鄰光復路二段清大東院82號二樓,250143.35,2742775.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,82號,3,,新竹市東區光明里7鄰光復路二段清大東院82號三樓,250143.35,2742775.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,82號,4,,新竹市東區光明里7鄰光復路二段清大東院82號四樓,250143.35,2742775.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,83號,,,新竹市東區光明里7鄰光復路二段清大東院83號,250161.9,2742801.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,83號,2,,新竹市東區光明里7鄰光復路二段清大東院83號二樓,250161.9,2742801.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,83號,3,,新竹市東區光明里7鄰光復路二段清大東院83號三樓,250161.9,2742801.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,83號,4,,新竹市東區光明里7鄰光復路二段清大東院83號四樓,250161.9,2742801.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,84號,,,新竹市東區光明里7鄰光復路二段清大東院84號,250178.06,2742796.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,84號,2,,新竹市東區光明里7鄰光復路二段清大東院84號二樓,250178.06,2742796.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,84號,3,,新竹市東區光明里7鄰光復路二段清大東院84號三樓,250178.06,2742796.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,84號,4,,新竹市東區光明里7鄰光復路二段清大東院84號四樓,250178.06,2742796.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,85號,,,新竹市東區光明里7鄰光復路二段清大東院85號,250161.57,2742783.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,85號,2,,新竹市東區光明里7鄰光復路二段清大東院85號二樓,250161.57,2742783.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,85號,3,,新竹市東區光明里7鄰光復路二段清大東院85號三樓,250161.57,2742783.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,85號,4,,新竹市東區光明里7鄰光復路二段清大東院85號四樓,250161.57,2742783.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,86號,,,新竹市東區光明里7鄰光復路二段清大東院86號,250174.51,2742777.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,86號,2,,新竹市東區光明里7鄰光復路二段清大東院86號二樓,250174.51,2742777.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,86號,3,,新竹市東區光明里7鄰光復路二段清大東院86號三樓,250174.51,2742777.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,86號,4,,新竹市東區光明里7鄰光復路二段清大東院86號四樓,250174.51,2742777.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,87號,,,新竹市東區光明里7鄰光復路二段清大東院87號,250162.46,2742763.04
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,87號,2,,新竹市東區光明里7鄰光復路二段清大東院87號二樓,250162.46,2742763.04
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,87號,3,,新竹市東區光明里7鄰光復路二段清大東院87號三樓,250162.46,2742763.04
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,87號,4,,新竹市東區光明里7鄰光復路二段清大東院87號四樓,250162.46,2742763.04
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,88號,,,新竹市東區光明里7鄰光復路二段清大東院88號,250179.3,2742760.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,88號,2,,新竹市東區光明里7鄰光復路二段清大東院88號二樓,250179.3,2742760.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,88號,3,,新竹市東區光明里7鄰光復路二段清大東院88號三樓,250179.3,2742760.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,88號,4,,新竹市東區光明里7鄰光復路二段清大東院88號四樓,250179.3,2742760.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,89號,,,新竹市東區光明里7鄰光復路二段清大東院89號,250160.41,2742732.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,89號,2,,新竹市東區光明里7鄰光復路二段清大東院89號二樓,250160.41,2742732.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,89號,3,,新竹市東區光明里7鄰光復路二段清大東院89號三樓,250160.41,2742732.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,89號,4,,新竹市東區光明里7鄰光復路二段清大東院89號四樓,250160.41,2742732.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,90號,,,新竹市東區光明里7鄰光復路二段清大東院90號,250175.97,2742728.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,90號,2,,新竹市東區光明里7鄰光復路二段清大東院90號二樓,250175.97,2742728.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,90號,3,,新竹市東區光明里7鄰光復路二段清大東院90號三樓,250175.97,2742728.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,7,光復路二段,清大東院,90號,4,,新竹市東區光明里7鄰光復路二段清大東院90號四樓,250175.97,2742728.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,1號,,,新竹市東區光明里2鄰光明新村1號,250060.8,2742764.11
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,2號,,,新竹市東區光明里2鄰光明新村2號,250064.12,2742767.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,3號,,,新竹市東區光明里2鄰光明新村3號,250067.43,2742771.48
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,4號,,,新竹市東區光明里2鄰光明新村4號,250072.6,2742775.54
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,5號,,,新竹市東區光明里2鄰光明新村5號,250070.75,2742753.41
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,6號,,,新竹市東區光明里2鄰光明新村6號,250074.07,2742757.84
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,7號,,,新竹市東區光明里2鄰光明新村7號,250078.49,2742760.79
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,8號,,,新竹市東區光明里2鄰光明新村8號,250082.55,2742765.58
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,9號,,,新竹市東區光明里2鄰光明新村9號,250094.29,2742747.54
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,10號,,,新竹市東區光明里2鄰光明新村10號,250103.41,2742739.85
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,11號,,,新竹市東區光明里2鄰光明新村11號,250098.82,2742743.88
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,12號,,,新竹市東區光明里2鄰光明新村12號,250106.48,2742734.1
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,13號,,,新竹市東區光明里2鄰光明新村13號,250110.22,2742731.97
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,14號,,,新竹市東區光明里2鄰光明新村14號,250114.31,2742730.14
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,15號,,,新竹市東區光明里2鄰光明新村15號,250110.57,2742709.91
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,16號,,,新竹市東區光明里2鄰光明新村16號,250113.52,2742713.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,17號,,,新竹市東區光明里2鄰光明新村17號,250118.65,2742715.58
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,18號,,,新竹市東區光明里2鄰光明新村18號,250121.63,2742721.34
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,19號,,,新竹市東區光明里2鄰光明新村19號,250125.32,2742694.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,20號,,,新竹市東區光明里2鄰光明新村20號,250128.63,2742697.74
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,21號,,,新竹市東區光明里2鄰光明新村21號,250133.43,2742701.8
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,22號,,,新竹市東區光明里2鄰光明新村22號,250137.85,2742704.75
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,23號,,,新竹市東區光明里2鄰光明新村23號,250092.87,2742688.53
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,24號,,,新竹市東區光明里2鄰光明新村24號,250087.71,2742685.58
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,25號,,,新竹市東區光明里2鄰光明新村25號,250084.02,2742681.52
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,26號,,,新竹市東區光明里2鄰光明新村26號,250079.97,2742678.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,27號,,,新竹市東區光明里2鄰光明新村27號,250059.32,2742673.78
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,28號,,,新竹市東區光明里2鄰光明新村28號,250063.75,2742678.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,29號,,,新竹市東區光明里2鄰光明新村29號,250052.69,2742681.52
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,30號,,,新竹市東區光明里2鄰光明新村30號,250057.26,2742685.05
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,31號,,,新竹市東區光明里2鄰光明新村31號,250044.21,2742689.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,32號,,,新竹市東區光明里2鄰光明新村32號,250049.74,2742693.32
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,33號,,,新竹市東區光明里2鄰光明新村33號,250052.73,2742664.23
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,34號,,,新竹市東區光明里2鄰光明新村34號,250053.42,2742654.61
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,35號,,,新竹市東區光明里2鄰光明新村35號,250048,2742670.71
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,36號,,,新竹市東區光明里2鄰光明新村36號,250045.68,2742661.61
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,37號,,,新竹市東區光明里2鄰光明新村37號,250044.21,2742674.15
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,38號,,,新竹市東區光明里2鄰光明新村38號,250037.94,2742669.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39號,,,新竹市東區光明里3鄰光明新村39號,250000.34,2742668.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39號,2,,新竹市東區光明里3鄰光明新村39號二樓,250000.34,2742668.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39號,3,,新竹市東區光明里3鄰光明新村39號三樓,250000.34,2742668.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39號,4,,新竹市東區光明里3鄰光明新村39號四樓,250000.34,2742668.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39號,5,,新竹市東區光明里3鄰光明新村39號五樓,250000.34,2742668.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之1號,,,新竹市東區光明里3鄰光明新村39之1號,249987.11,2742673.5
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之1號,2,,新竹市東區光明里3鄰光明新村39之1號二樓,249987.11,2742673.5
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之1號,3,,新竹市東區光明里3鄰光明新村39之1號三樓,249987.11,2742673.5
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之1號,4,,新竹市東區光明里3鄰光明新村39之1號四樓,249987.11,2742673.5
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之1號,5,,新竹市東區光明里3鄰光明新村39之1號五樓,249987.11,2742673.5
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之2號,,,新竹市東區光明里3鄰光明新村39之2號,249986.05,2742690.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之2號,2,,新竹市東區光明里3鄰光明新村39之2號二樓,249986.05,2742690.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之2號,3,,新竹市東區光明里3鄰光明新村39之2號三樓,249986.05,2742690.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之2號,4,,新竹市東區光明里3鄰光明新村39之2號四樓,249986.05,2742690.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,39之2號,5,,新竹市東區光明里3鄰光明新村39之2號五樓,249986.05,2742690.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40號,,,新竹市東區光明里3鄰光明新村40號,250008.63,2742692.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40號,2,,新竹市東區光明里3鄰光明新村40號二樓,250008.63,2742692.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40號,3,,新竹市東區光明里3鄰光明新村40號三樓,250008.63,2742692.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40號,4,,新竹市東區光明里3鄰光明新村40號四樓,250008.63,2742692.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40號,5,,新竹市東區光明里3鄰光明新村40號五樓,250008.63,2742692.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之1號,,,新竹市東區光明里3鄰光明新村40之1號,250013.75,2742713.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之1號,2,,新竹市東區光明里3鄰光明新村40之1號二樓,250013.75,2742713.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之1號,3,,新竹市東區光明里3鄰光明新村40之1號三樓,250013.75,2742713.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之1號,4,,新竹市東區光明里3鄰光明新村40之1號四樓,250013.75,2742713.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之1號,5,,新竹市東區光明里3鄰光明新村40之1號五樓,250013.75,2742713.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之2號,,,新竹市東區光明里3鄰光明新村40之2號,249997.69,2742709.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之2號,2,,新竹市東區光明里3鄰光明新村40之2號二樓,249997.69,2742709.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之2號,3,,新竹市東區光明里3鄰光明新村40之2號三樓,249997.69,2742709.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之2號,4,,新竹市東區光明里3鄰光明新村40之2號四樓,249997.69,2742709.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,40之2號,5,,新竹市東區光明里3鄰光明新村40之2號五樓,249997.69,2742709.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,41號,,,新竹市東區光明里3鄰光明新村41號,249989.13,2742701.03
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,42號,,,新竹市東區光明里3鄰光明新村42號,249987.2,2742699
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,43號,,,新竹市東區光明里3鄰光明新村43號,249984.12,2742696.86
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,44號,,,新竹市東區光明里3鄰光明新村44號,249981.14,2742694.75
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,45號,,,新竹市東區光明里3鄰光明新村45號,249978.54,2742692.3
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,46號,,,新竹市東區光明里3鄰光明新村46號,249975.99,2742688.85
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,47號,,,新竹市東區光明里3鄰光明新村47號,249979.14,2742729.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,47號,2,,新竹市東區光明里3鄰光明新村47號二樓,249979.14,2742729.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,47號,3,,新竹市東區光明里3鄰光明新村47號三樓,249979.14,2742729.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,48號,,,新竹市東區光明里3鄰光明新村48號,249967.52,2742720.05
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,48號,2,,新竹市東區光明里3鄰光明新村48號二樓,249967.52,2742720.05
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,48號,3,,新竹市東區光明里3鄰光明新村48號三樓,249967.52,2742720.05
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,49號,,,新竹市東區光明里3鄰光明新村49號,249985.14,2742725.07
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,50號,,,新竹市東區光明里3鄰光明新村50號,249973.1,2742713.56
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,3,,光明新村,51號,,,新竹市東區光明里3鄰光明新村51號,249963.57,2742731.29
