source,addr:TW:dataset,addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:full,x,y
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,92號,,,新竹市東區光明里2鄰光明新村92號,249942.45,2742605.58
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,93號,,,新竹市東區光明里4鄰光明新村93號,249952.04,2742605.94
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,94號,,,新竹市東區光明里4鄰光明新村94號,249977.84,2742602.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,95號,,,新竹市東區光明里4鄰光明新村95號,249984.48,2742602.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,96號,,,新竹市東區光明里2鄰光明新村96號,250075.18,2742575.34
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,97號,,,新竹市東區光明里2鄰光明新村97號,250088.92,2742577.96
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,98號,,,新竹市東區光明里2鄰光明新村98號,250073.33,2742589.35
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,99號,,,新竹市東區光明里2鄰光明新村99號,250084.02,2742594.88
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,100號,,,新竹市東區光明里4鄰光明新村100號,249933.6,2742577.19
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,101號,,,新竹市東區光明里4鄰光明新村101號,249943.19,2742576.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,102號,,,新竹市東區光明里4鄰光明新村102號,249969.36,2742572.03
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,103號,,,新竹市東區光明里4鄰光明新村103號,249979.69,2742571.66
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,104號,,,新竹市東區光明里2鄰光明新村104號,250039.78,2742560.6
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,105號,,,新竹市東區光明里2鄰光明新村105號,250054.53,2742564.65
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,106號,,,新竹市東區光明里2鄰光明新村106號,250096.56,2742564.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,107號,,,新竹市東區光明里4鄰光明新村107號,250109.83,2742568.34
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,108號,,,新竹市東區光明里4鄰光明新村108號,249914.06,2742565.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,109號,,,新竹市東區光明里4鄰光明新村109號,249925.12,2742565.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,110號,,,新竹市東區光明里4鄰光明新村110號,249952.04,2742562.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,111號,,,新竹市東區光明里4鄰光明新村111號,249964.85,2742559.76
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,112號,,,新竹市東區光明里4鄰光明新村112號,249989.64,2742557.28
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,113號,,,新竹市東區光明里4鄰光明新村113號,249998.18,2742554.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,114號,,,新竹市東區光明里4鄰光明新村114號,250053.45,2742548.65
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,115號,,,新竹市東區光明里2鄰光明新村115號,250055.95,2742549.04
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,116號,,,新竹市東區光明里2鄰光明新村116號,250102.09,2742548.8
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,2,,光明新村,117號,,,新竹市東區光明里2鄰光明新村117號,250116.84,2742551.38
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,119號,,,新竹市東區光明里4鄰光明新村119號,249897.47,2742624.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,119號,2,,新竹市東區光明里4鄰光明新村119號二樓,249897.47,2742624.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,119號,3,1,新竹市東區光明里4鄰光明新村119號三樓之1,249897.47,2742624.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,119號,3,2,新竹市東區光明里4鄰光明新村119號三樓之2,249897.47,2742624.01
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,120號,,,新竹市東區光明里4鄰光明新村120號,249894.16,2742613.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,120號,2,,新竹市東區光明里4鄰光明新村120號二樓,249894.16,2742613.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,120號,3,1,新竹市東區光明里4鄰光明新村120號三樓之1,249894.16,2742613.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,120號,3,2,新竹市東區光明里4鄰光明新村120號三樓之2,249894.16,2742613.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,121號,,,新竹市東區光明里4鄰光明新村121號,249868.72,2742595.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,121號,2,,新竹市東區光明里4鄰光明新村121號二樓,249868.72,2742595.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,121號,3,1,新竹市東區光明里4鄰光明新村121號三樓之1,249868.72,2742595.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,121號,3,2,新竹市東區光明里4鄰光明新村121號三樓之2,249868.72,2742595.99
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,122號,,,新竹市東區光明里4鄰光明新村122號,249855.81,2742588.25
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,122號,2,,新竹市東區光明里4鄰光明新村122號二樓,249855.81,2742588.25
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,122號,3,1,新竹市東區光明里4鄰光明新村122號三樓之1,249855.81,2742588.25
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,122號,3,2,新竹市東區光明里4鄰光明新村122號三樓之2,249855.81,2742588.25
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,123號,,,新竹市東區光明里4鄰光明新村123號,249852.71,2742587.22
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,124號,,,新竹市東區光明里4鄰光明新村124號,249848.88,2742591.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,125號,,,新竹市東區光明里4鄰光明新村125號,249806.04,2742620.69
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,126號,,,新竹市東區光明里4鄰光明新村126號,249803.09,2742614.06
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,127號,,,新竹市東區光明里4鄰光明新村127號,249771.02,2742595.62
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,128號,,,新竹市東區光明里4鄰光明新村128號,249778.76,2742591.2
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,129號,,,新竹市東區光明里4鄰光明新村129號,249783.18,2742575.71
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,130號,,,新竹市東區光明里4鄰光明新村130號,249789.82,2742573.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,131號,,,新竹市東區光明里4鄰光明新村131號,249806.04,2742573.13
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,132號,,,新竹市東區光明里4鄰光明新村132號,249811.94,2742569.81
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,133號,,,新竹市東區光明里4鄰光明新村133號,249813.77,2742567.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,134號,,,新竹市東區光明里4鄰光明新村134號,249832.82,2742559.76
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,135號,,,新竹市東區光明里4鄰光明新村135號,249838.9,2742558.96
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,136號,,,新竹市東區光明里4鄰光明新村136號,249843.4,2742557.91
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,137號,,,新竹市東區光明里4鄰光明新村137號,249846.84,2742557.38
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,138號,,,新竹市東區光明里4鄰光明新村138號,249854.91,2742555.46
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,139號,,,新竹市東區光明里4鄰光明新村139號,249860.2,2742553.87
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,140號,,,新竹市東區光明里4鄰光明新村140號,249854.83,2742872.93
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,140之1號,,,新竹市東區光明里4鄰光明新村140之1號,249864.07,2742877.7
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,141號,,,新竹市東區光明里4鄰光明新村141號,249893.42,2742849.27
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,142號,,,新竹市東區光明里4鄰光明新村142號,249871.3,2742780.33
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,143號,,,新竹市東區光明里4鄰光明新村143號,249865.76,2742552.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,144號,,,新竹市東區光明里4鄰光明新村144號,249795.9,2742862.45
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,145號,,,新竹市東區光明里4鄰光明新村145號,249872.64,2742550.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,146號,,,新竹市東區光明里4鄰光明新村146號,249877.93,2742549.11
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,147號,,,新竹市東區光明里4鄰光明新村147號,249884.02,2742546.73
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,148號,,,新竹市東區光明里4鄰光明新村148號,249888.78,2742545.4
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,149號,,,新竹市東區光明里4鄰光明新村149號,249826.07,2742556.52
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,4,,光明新村,150號,,,新竹市東區光明里4鄰光明新村150號,249831.1,2742554.93
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,151號,,,新竹市東區光明里5鄰光明新村151號,249728.8,2742821.16
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,152號,,,新竹市東區光明里5鄰光明新村152號,249742.81,2742842.54
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,153號,,,新竹市東區光明里5鄰光明新村153號,249761.25,2742866.14
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,154號,,,新竹市東區光明里5鄰光明新村154號,249841.95,2742553.61
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,155號,,,新竹市東區光明里5鄰光明新村155號,249846.18,2742552.81
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,156號,,,新竹市東區光明里5鄰光明新村156號,249849.09,2742551.49
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,157號,,,新竹市東區光明里5鄰光明新村157號,249719.22,2742850.65
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,158號,,,新竹市東區光明里5鄰光明新村158號,249736.18,2742875.72
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,159號,,,新竹市東區光明里5鄰光明新村159號,249854.12,2742550.43
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,160號,,,新竹市東區光明里5鄰光明新村160號,249857.56,2742549.9
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,161號,,,新竹市東區光明里5鄰光明新村161號,249860.73,2742549.37
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,162號,,,新竹市東區光明里5鄰光明新村162號,249864.7,2742548.84
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,163號,,,新竹市東區光明里5鄰光明新村163號,249866.55,2742548.05
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,164號,,,新竹市東區光明里5鄰光明新村164號,249867.93,2742547.66
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,165號,,,新竹市東區光明里5鄰光明新村165號,249869.25,2742547
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,,,新竹市東區光明里5鄰光明新村166號,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,2,1,新竹市東區光明里5鄰光明新村166號二樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,2,2,新竹市東區光明里5鄰光明新村166號二樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,3,1,新竹市東區光明里5鄰光明新村166號三樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,3,2,新竹市東區光明里5鄰光明新村166號三樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,4,1,新竹市東區光明里5鄰光明新村166號四樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,4,2,新竹市東區光明里5鄰光明新村166號四樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,5,1,新竹市東區光明里5鄰光明新村166號五樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,5,2,新竹市東區光明里5鄰光明新村166號五樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,6,1,新竹市東區光明里5鄰光明新村166號六樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,6,2,新竹市東區光明里5鄰光明新村166號六樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,7,1,新竹市東區光明里5鄰光明新村166號七樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,7,2,新竹市東區光明里5鄰光明新村166號七樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,8,1,新竹市東區光明里5鄰光明新村166號八樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,8,2,新竹市東區光明里5鄰光明新村166號八樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,9,1,新竹市東區光明里5鄰光明新村166號九樓之1,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166號,9,2,新竹市東區光明里5鄰光明新村166號九樓之2,249760.88,2742702.63
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,166之1號,,,新竹市東區光明里5鄰光明新村166之1號,249770.83,2742710.74
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167號,,,新竹市東區光明里5鄰光明新村167號,249766.41,2742659.68
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,,,新竹市東區光明里5鄰光明新村167之1號,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,2,,新竹市東區光明里5鄰光明新村167之1號二樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,3,,新竹市東區光明里5鄰光明新村167之1號三樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,4,,新竹市東區光明里5鄰光明新村167之1號四樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,5,,新竹市東區光明里5鄰光明新村167之1號五樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,6,,新竹市東區光明里5鄰光明新村167之1號六樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之1號,7,,新竹市東區光明里5鄰光明新村167之1號七樓,249770.46,2742656.18
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,,,新竹市東區光明里5鄰光明新村167之2號,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,2,,新竹市東區光明里5鄰光明新村167之2號二樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,3,,新竹市東區光明里5鄰光明新村167之2號三樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,4,,新竹市東區光明里5鄰光明新村167之2號四樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,5,,新竹市東區光明里5鄰光明新村167之2號五樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,6,,新竹市東區光明里5鄰光明新村167之2號六樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,167之2號,7,,新竹市東區光明里5鄰光明新村167之2號七樓,249760.51,2742664.29
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,168號,,,新竹市東區光明里5鄰光明新村168號,249871.37,2742546.21
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,169號,,,新竹市東區光明里5鄰光明新村169號,249873.7,2742546.2
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,170號,,,新竹市東區光明里5鄰光明新村170號,249874.94,2742545.68
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,171號,,,新竹市東區光明里5鄰光明新村171號,249876.92,2742545.55
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,172號,,,新竹市東區光明里5鄰光明新村172號,249878.46,2742545.4
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,173號,,,新竹市東區光明里5鄰光明新村173號,249709.28,2742735.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,174號,,,新竹市東區光明里5鄰光明新村174號,249705.32,2742736.44
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,175號,,,新竹市東區光明里5鄰光明新村175號,249702.26,2742733.42
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,176號,,,新竹市東區光明里5鄰光明新村176號,249700.29,2742730.89
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,177號,,,新竹市東區光明里5鄰光明新村177號,249699.76,2742728.77
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,178號,,,新竹市東區光明里5鄰光明新村178號,249700.82,2742726.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,179號,,,新竹市東區光明里5鄰光明新村179號,249695.79,2742726.92
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,180號,,,新竹市東區光明里5鄰光明新村180號,249824.11,2742920.33
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,181號,,,新竹市東區光明里5鄰光明新村181號,249819.62,2742917.95
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,182號,,,新竹市東區光明里5鄰光明新村182號,249817.23,2742915.83
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,183號,,,新竹市東區光明里5鄰光明新村183號,249813.27,2742912.39
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,184號,,,新竹市東區光明里5鄰光明新村184號,249804.75,2742914.8
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,185號,,,新竹市東區光明里5鄰光明新村185號,249769.87,2742972.98
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,186號,,,新竹市東區光明里5鄰光明新村186號,249759.96,2742976.1
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,187號,,,新竹市東區光明里5鄰光明新村187號,249779.5,2743005.96
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,188號,,,新竹市東區光明里5鄰光明新村188號,249739.31,2743033.61
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,189號,,,新竹市東區光明里5鄰光明新村189號,249573.96,2742759.22
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,190號,,,新竹市東區光明里5鄰光明新村190號,249538.57,2742758.49
新竹市政府,157547,TW,台灣省,新竹市,東區,光明里,5,,光明新村,191號,,,新竹市東區光明里5鄰光明新村191號,249737.6,2743024.31
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,1號,,,新竹市北區古賢里8鄰古賢1號,244437.69,2747231.93
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,2號,,,新竹市北區古賢里8鄰古賢2號,244405.6,2747263.2
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,3號,,,新竹市北區古賢里8鄰古賢3號,244485.42,2747180.09
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,5號,,,新竹市北區古賢里8鄰古賢5號,244343.89,2747326.56
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,6號,,,新竹市北區古賢里8鄰古賢6號,244366.93,2747302.69
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,7號,,,新竹市北區古賢里8鄰古賢7號,244310.98,2747357
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,7之1號,,,新竹市北區古賢里8鄰古賢7之1號,244322.5,2747347.95
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,8號,,,新竹市北區古賢里8鄰古賢8號,244291.62,2747373.27
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,9號,,,新竹市北區古賢里8鄰古賢9號,244279.71,2747390.74
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,10號,,,新竹市北區古賢里8鄰古賢10號,244268.52,2747397.06
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,11號,,,新竹市北區古賢里8鄰古賢11號,244238.67,2747426.17
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,11之1號,,,新竹市北區古賢里8鄰古賢11之1號,244242.28,2747419.98
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,12號,,,新竹市北區古賢里8鄰古賢12號,244473.08,2747193.25
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,13號,,,新竹市北區古賢里8鄰古賢13號,244501.88,2747165.28
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,15號,,,新竹市北區古賢里8鄰古賢15號,244493.75,2747171.09
新竹市政府,157547,TW,台灣省,新竹市,北區,古賢里,8,,古賢,16號,,,新竹市北區古賢里8鄰古賢16號,244450.86,2747218.76
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,2,,舊港,62之1號,,,新竹市北區舊港里2鄰舊港62之1號,244121.12,2748568.44
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,6,,舊港,54號,,,新竹市北區舊港里6鄰舊港54號,244143.78,2748680.84
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,6,,舊港,50之1號,,,新竹市北區舊港里6鄰舊港50之1號,244103.68,2748742.69
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,2,,舊港,64之1號,,,新竹市北區舊港里2鄰舊港64之1號,244070.96,2748503.4
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,1號,,,新竹市北區舊港里1鄰舊港1號,244188.02,2748522.2
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,1之1號,,,新竹市北區舊港里1鄰舊港1之1號,244186.49,2748531.93
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,2號,,,新竹市北區舊港里1鄰舊港2號,244185.72,2748554.21
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,4號,,,新竹市北區舊港里1鄰舊港4號,244233.09,2748558.31
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,4之1號,,,新竹市北區舊港里1鄰舊港4之1號,244228.75,2748532.45
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,5號,,,新竹市北區舊港里1鄰舊港5號,244214.75,2748562.57
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,5之2號,,,新竹市北區舊港里1鄰舊港5之2號,244192.3,2748566.53
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,7號,,,新竹市北區舊港里1鄰舊港7號,244199.03,2748589.1
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,8號,,,新竹市北區舊港里1鄰舊港8號,244208,2748588.27
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,9號,,,新竹市北區舊港里1鄰舊港9號,244219.52,2748581.36
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,9之1號,,,新竹市北區舊港里1鄰舊港9之1號,244225.67,2748581.1
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,10號,,,新竹市北區舊港里1鄰舊港10號,244236.93,2748572.65
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,10之1號,,,新竹市北區舊港里1鄰舊港10之1號,244264.68,2748576.71
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,11號,,,新竹市北區舊港里1鄰舊港11號,244178.06,2748598.92
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,12號,,,新竹市北區舊港里1鄰舊港12號,244181.62,2748613.11
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,13號,,,新竹市北區舊港里1鄰舊港13號,244193.66,2748611.06
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,14號,,,新竹市北區舊港里1鄰舊港14號,244202.35,2748614.81
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,14之2號,,,新竹市北區舊港里1鄰舊港14之2號,244223.78,2748607.19
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,15號,,,新竹市北區舊港里1鄰舊港15號,244172.27,2748621.9
新竹市政府,157547,TW,台灣省,新竹市,北區,舊港里,1,,舊港,16號,,,新竹市北區舊港里1鄰舊港16號,244231.39,2748600.61
