addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:full,description,x,y,addr:TW:dataset,source
TW,台灣省,屏東縣,霧臺鄉,霧台村,12,百合路,,107號,,屏東縣霧臺鄉霧台村12鄰百合路107號,谷川多功能集會所,207123.78,2510412.27,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,12,百合路,,200號,,屏東縣霧臺鄉霧台村12鄰百合路200號,霧台鄉百合衛生室,206874.69,2510322.4,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,12,百合路,,202號,,屏東縣霧臺鄉霧台村12鄰百合路202號,霧台鄉公所百合辦公室,206833.3,2510296,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,1,,神山巷,14之9號,,屏東縣霧臺鄉霧台村1鄰神山巷14之9號,霧台家扶中心,221839.09,2516863.67,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,2,,神山巷,43之1號,,屏東縣霧臺鄉霧台村2鄰神山巷43之1號,神山社區動中心,222086.63,2516643.87,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,58之1號,,屏東縣霧臺鄉霧台村3鄰神山巷58之1號,神山長老教會,222085.03,2516611.76,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,67號,,屏東縣霧臺鄉霧台村3鄰神山巷67號,霧台鄉公所附屬辦公室,221890.54,2516570.74,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,68號,,屏東縣霧臺鄉霧台村3鄰神山巷68號,霧臺鄉衛生所,221866.82,2516596.56,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,69之1號,,屏東縣霧臺鄉霧台村3鄰神山巷69之1號,霧台鄉圖書館,221939.87,2516545.25,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,69號,,屏東縣霧臺鄉霧台村3鄰神山巷69號,霧台消防分隊,221920.59,2516570.61,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,71號,,屏東縣霧臺鄉霧台村3鄰神山巷71號,霧台派出所,222013.04,2516532.75,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,72號,,屏東縣霧臺鄉霧台村3鄰神山巷72號,內埔戶政事務所霧台辦公室,222043.72,2516555.08,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,3,,神山巷,74號,,屏東縣霧臺鄉霧台村3鄰神山巷74號,鄉公所民宿,222032.64,2516492.7,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,11,,谷村巷,8之1號,,屏東縣霧臺鄉霧台村11鄰谷村巷8之1號,谷川教會,219749,2516272.37,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,11,,谷村巷,18之3號,,屏東縣霧臺鄉霧台村11鄰谷村巷18之3號,霧台國小伊拉分班,219809.27,2516170.85,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,12,魯凱街,,201號,,屏東縣霧臺鄉霧台村12鄰魯凱街201號,霧台鄉百合資源回收場,206809.3,2510304.81,170847,屏東縣政府
TW,台灣省,屏東縣,霧臺鄉,霧台村,12,魯凱街,,200號,,屏東縣霧臺鄉霧台村12鄰魯凱街200號,文教協會圖書館,206855.35,2510350.69,170847,屏東縣政府
TW,台灣省,屏東縣,瑪家鄉,三和村,10,,三和,84之53號,,屏東縣瑪家鄉三和村10鄰三和84之53號,畜牧設施不得設戶籍,209904.85,2511240.29,170847,屏東縣政府
TW,台灣省,屏東縣,瑪家鄉,三和村,10,,三和,130號,,屏東縣瑪家鄉三和村10鄰三和130號,畜牧設施不得設戶籍,209251.37,2511694.97,170847,屏東縣政府
TW,台灣省,屏東縣,瑪家鄉,北葉村,1,,風景,1號,,屏東縣瑪家鄉北葉村1鄰風景1號,內埔戶政事務所瑪家辦公室,213774.31,2512135.8,170847,屏東縣政府
TW,台灣省,屏東縣,泰武鄉,佳平村,1,,佳平巷,1號,,屏東縣泰武鄉佳平村1鄰佳平巷1號,潮州戶政事務所泰武辦公室,211833.42,2499121.76,170847,屏東縣政府
TW,台灣省,屏東縣,來義鄉,丹林村,1,,丹林,3號,,屏東縣來義鄉丹林村1鄰丹林3號,為農產運銷加工設施不得設籍,211567.18,2489870.81,170847,屏東縣政府
TW,台灣省,屏東縣,來義鄉,丹林村,1,,丹林,136之15號,,屏東縣來義鄉丹林村1鄰丹林136之15號,農業資材室不得設籍,213300.47,2491365.5,170847,屏東縣政府
TW,台灣省,屏東縣,來義鄉,丹林村,1,,丹林,200號,,屏東縣來義鄉丹林村1鄰丹林200號,農業資材室不得設籍,212873,2491599.38,170847,屏東縣政府
TW,台灣省,屏東縣,來義鄉,古樓村,14,中正路,,92號,,屏東縣來義鄉古樓村14鄰中正路92號,潮州戶政事務所來義辦公室,212116.11,2491826.39,170847,屏東縣政府
TW,台灣省,屏東縣,來義鄉,文樂村,1,餉林路一段,,150號,,屏東縣來義鄉文樂村1鄰餉林路一段150號,農業資材室不得設籍,210603.74,2487695.44,170847,屏東縣政府
TW,台灣省,屏東縣,春日鄉,春日村,12,春日路,,29號,,屏東縣春日鄉春日村12鄰春日路29號,枋寮戶政事務所春日辦公室,211637.92,2474691.95,170847,屏東縣政府
TW,台灣省,屏東縣,獅子鄉,楓林村,8,,楓林二巷,25號,,屏東縣獅子鄉楓林村8鄰楓林二巷25號,枋寮戶政事務所獅子辦公室,219596.46,2455909.81,170847,屏東縣政府
TW,台灣省,屏東縣,牡丹鄉,石門村,3,石門路,,32之7號,,屏東縣牡丹鄉石門村3鄰石門路32之7號,恆春戶政事務所牡丹辦公室,226637.28,2447505.55,170847,屏東縣政府
TW,台灣省,屏東縣,萬丹鄉,水泉村,12,大發路500巷,,140號,,屏東縣萬丹鄉水泉村12鄰大發路500巷140號,農業設施菇類栽培場,198043.39,2497474.81,170847,屏東縣政府
TW,台灣省,屏東縣,萬丹鄉,萬生村,13,萬壽路一段,,30號,,屏東縣萬丹鄉萬生村13鄰萬壽路一段30號,農業設施溫室不得設戶籍,199340.06,2497971.34,170847,屏東縣政府
TW,台灣省,屏東縣,長治鄉,繁榮村,14,,玉米一巷,5之5號,,屏東縣長治鄉繁榮村14鄰玉米一巷5之5號,農業設施資材室,205335.57,2511771.47,170847,屏東縣政府
TW,台灣省,屏東縣,內埔鄉,東寧村,38,東興路,,210號,,屏東縣內埔鄉東寧村38鄰東興路210號,資材室溫室及植物環控設施不得設立,205684.05,2502269.74,170847,屏東縣政府
TW,台灣省,屏東縣,內埔鄉,竹圍村,7,竹東路,,554號,,屏東縣內埔鄉竹圍村7鄰竹東路554號,衛生室,204729.94,2505733.61,170847,屏東縣政府
TW,台灣省,屏東縣,內埔鄉,竹圍村,7,竹東路,,556號,,屏東縣內埔鄉竹圍村7鄰竹東路556號,活動中心,204709.57,2505740.76,170847,屏東縣政府
TW,台灣省,屏東縣,內埔鄉,竹圍村,12,竹東路,,560號,,屏東縣內埔鄉竹圍村12鄰竹東路560號,風雨球場公共廁所,204700.35,2505743.48,170847,屏東縣政府
TW,台灣省,屏東縣,瑪家鄉,三和村,3,,玉泉,39之25號,,屏東縣瑪家鄉三和村3鄰玉泉39之25號,溫室農業設施不得設戶籍,210744.13,2511793.73,170847,屏東縣政府
TW,台灣省,屏東縣,瑪家鄉,三和村,3,,玉泉,39之20號,,屏東縣瑪家鄉三和村3鄰玉泉39之20號,溫室農業設施不得設戶籍,210686.85,2511858.18,170847,屏東縣政府
TW,台灣省,屏東縣,萬丹鄉,寶厝村,1,下廍路284巷,,36號,,屏東縣萬丹鄉寶厝村1鄰下廍路284巷36號,菇類栽培場不得設籍,195974.04,2497549.15,170847,屏東縣政府
TW,台灣省,屏東縣,萬丹鄉,萬生村,16,大發路601巷,,12號,,屏東縣萬丹鄉萬生村16鄰大發路601巷12號,農業設施網室不得設籍,197832.96,2497823.2,170847,屏東縣政府
TW,台灣省,屏東縣,萬丹鄉,萬生村,13,林森路,,40號,,屏東縣萬丹鄉萬生村13鄰林森路40號,農業資材室不得設籍,198993.53,2498430.29,170847,屏東縣政府
