addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,addr:floor,addr:unit,addr:full,x,y,source,source:url
TW,台灣省,新竹縣,竹東鎮,頭重里,21,中興路四段,970號,B2,,新竹縣竹東鎮頭重里21鄰中興路四段970號地下室底二層,252955.66,2741366.08,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,頭重里,19,竹中路,25號,3,2之2,新竹縣竹東鎮頭重里19鄰竹中路25號之2之2三樓,252817.1,2741502.59,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,鷄林里,27,北興路一段,551號,1;2,,新竹縣竹東鎮鷄林里27鄰北興路一段551號一、二樓,259781.78,2736462.48,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,鷄林里,23,學前路,39號,3,1號,新竹縣竹東鎮鷄林里23鄰學前路39號三樓1號,259144.15,2736507.95,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,鷄林里,23,學前路,39號,4,1號,新竹縣竹東鎮鷄林里23鄰學前路39號四樓1號,259144.15,2736507.95,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,鷄林里,23,學前路,39號,5,1號,新竹縣竹東鎮鷄林里23鄰學前路39號五樓1號,259144.15,2736507.95,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,8,3之1,新竹縣湖口鄉仁勢村3鄰達生路15號八樓之3之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,10,3之1,新竹縣湖口鄉仁勢村3鄰達生路15號十樓之3之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,8,13之1,新竹縣湖口鄉仁勢村3鄰達生路15號八樓之13之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,8,23之1,新竹縣湖口鄉仁勢村3鄰達生路15號八樓之23之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,10,13之1,新竹縣湖口鄉仁勢村3鄰達生路15號十樓之13之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,湖口鄉,仁勢村,3,達生路,15號,10,23之1,新竹縣湖口鄉仁勢村3鄰達生路15號十樓之23之1,254591.53,2755069.86,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,新豐鄉,山崎村,8,學府街,130號,3;4;5,,新竹縣新豐鄉山崎村8鄰學府街130號三、四、五樓,249639.08,2751527.1,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,芎林鄉,新鳳村,3,文衡路,436號,B1,,新竹縣芎林鄉新鳳村3鄰文衡路436號地下室一樓,258443.51,2740561.29,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
