addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:unit,addr:full,description,x,y,source,source:url
TW,台灣省,新竹縣,竹北市,尚義里,8,尚義街,,500號,,,新竹縣竹北市尚義里8鄰尚義街500號,本門牌不得設戶籍,246481.92,2751471.4,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,新國里,15,環北路五段,,236號,,,新竹縣竹北市新國里15鄰環北路五段236號,本門牌不可設戶籍,249505.04,2747921.39,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,新港里,1,西濱路一段200巷,,41號,,,新竹縣竹北市新港里1鄰西濱路一段200巷41號,本門牌不能設戶籍,244685.18,2749682.29,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,東海里,1,東興路二段,,968號,,,新竹縣竹北市東海里1鄰東興路二段968號,本門牌不可設戶籍,256601.87,2742107.87,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,東興里,7,嘉祥一街,,59號,,,新竹縣竹北市東興里7鄰嘉祥一街59號,本門牌不可設戶籍,253248.54,2745812.05,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,白地里,6,中正西路1532巷,,72號,,,新竹縣竹北市白地里6鄰中正西路1532巷72號,本門牌不可設戶籍,246378.53,2748409.93,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,白地里,13,港安街一段,,85號,,,新竹縣竹北市白地里13鄰港安街一段85號,臨,本門牌不能設戶籍,244660.85,2748652.03,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,白地里,2,長青路一段,,309號,,,新竹縣竹北市白地里2鄰長青路一段309號,本門牌不得設戶籍,245740.87,2749087.1,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,白地里,4,長青路一段,,360號,,,新竹縣竹北市白地里4鄰長青路一段360號,本門牌不可設戶籍,245795.69,2749150.7,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,竹北里,22,環北路一段,,178號,,,新竹縣竹北市竹北里22鄰環北路一段178號,本門牌不得設戶籍,252146.98,2747930.61,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,竹義里,25,中正西路,,50之1號,,,新竹縣竹北市竹義里25鄰中正西路50之1號,竹北市戶政事務所,250432.2,2747986.14,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,聯興里,7,中正西路,,880之1號,,,新竹縣竹北市聯興里7鄰中正西路880之1號,臨,本門牌不可設戶籍,248146.56,2748146.83,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,聯興里,7,中正西路926巷1弄,,6之1號,,,新竹縣竹北市聯興里7鄰中正西路926巷1弄6之1號,房屋燒毀改鐵皮屋,248043.49,2748166.16,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,聯興里,19,溝貝街1巷,,149號,,,新竹縣竹北市聯興里19鄰溝貝街1巷149號,本門牌不可設戶籍,248731.01,2748914.44,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,聯興里,3,溪州路246巷,,145號,,,新竹縣竹北市聯興里3鄰溪州路246巷145號,本門牌不可設戶籍,248830.01,2747656.31,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,麻園里,8,麻園一街,,351號,,,新竹縣竹北市麻園里8鄰麻園一街351號,本門牌不得設戶籍,247135.14,2748908.53,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹北市,新庄里,1,中正西路1975巷53弄,,49之1號,,,新竹縣竹北市新庄里1鄰中正西路1975巷53弄49之1號,本門牌不可設籍,245677.76,2748097.16,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷91弄,,2之51號,,,新竹縣竹東鎮三重里6鄰三重路116巷91弄2之51號,臨,256921.66,2739421.09,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷91弄,,26之1號,,,新竹縣竹東鎮三重里6鄰三重路116巷91弄26之1號,臨,256556.5,2739786.17,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷91弄,,42之1號,,,新竹縣竹東鎮三重里6鄰三重路116巷91弄42之1號,臨,256565.62,2739843.08,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷,,98之1號,,,新竹縣竹東鎮三重里6鄰三重路116巷98之1號,臨,256449.19,2739686.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷,,110之1號,,,新竹縣竹東鎮三重里6鄰三重路116巷110之1號,臨,256392.94,2739537.01,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,6,三重路116巷,,130之1號,,,新竹縣竹東鎮三重里6鄰三重路116巷130之1號,臨,256427.47,2739395.02,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,15,中興路一段57巷,,100之1號,,,新竹縣竹東鎮三重里15鄰中興路一段57巷100之1號,臨,257670.94,2738153.07,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,14,中興路一段108巷,,11之1號,,,新竹縣竹東鎮三重里14鄰中興路一段108巷11之1號,臨,257581.74,2738551.63,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,14,中興路一段108巷,,51之1號,,,新竹縣竹東鎮三重里14鄰中興路一段108巷51之1號,臨,257783.33,2738450.61,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,14,中興路一段,,137之1號,,,新竹縣竹東鎮三重里14鄰中興路一段137之1號,臨,257414.45,2738491.29,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,15,中興路一段147巷,,86之1號,,,新竹縣竹東鎮三重里15鄰中興路一段147巷86之1號,臨,257467.55,2738322.51,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,16,中興路一段147巷139弄,,50之1號,,,新竹縣竹東鎮三重里16鄰中興路一段147巷139弄50之1號,臨,256971.47,2737534.85,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,16,中興路一段147巷139弄,,51之1號,,,新竹縣竹東鎮三重里16鄰中興路一段147巷139弄51之1號,臨,256955.09,2737600.04,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,15,中興路一段153巷,,19之1號,,,新竹縣竹東鎮三重里15鄰中興路一段153巷19之1號,臨,257208.95,2738364.85,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,13,中興路一段,,162之1號,,,新竹縣竹東鎮三重里13鄰中興路一段162之1號,臨,257232.86,2738670.48,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,19,中興路一段229巷,,17之1號,,,新竹縣竹東鎮三重里19鄰中興路一段229巷17之1號,臨,257066.28,2738736.58,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,19,中興路一段229巷,,19之1號,,,新竹縣竹東鎮三重里19鄰中興路一段229巷19之1號,臨,257060.45,2738735.52,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,20,中興路二段,,7之1號,,,新竹縣竹東鎮三重里20鄰中興路二段7之1號,臨,256805.42,2738951.2,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,12,中興路二段,,10之1號,,,新竹縣竹東鎮三重里12鄰中興路二段10之1號,臨,256847.22,2738963.68,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,12,中興路二段80巷40弄,,11之6號,,,新竹縣竹東鎮三重里12鄰中興路二段80巷40弄11之6號,臨,256827.3,2739256.05,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,20,中興路二段88巷,,23之5號,,,新竹縣竹東鎮三重里20鄰中興路二段88巷23之5號,臨,256645.44,2739150.1,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,10,中興路二段152巷,,15之1號,,,新竹縣竹東鎮三重里10鄰中興路二段152巷15之1號,臨,256466.55,2739240.46,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,20,中興路二段,,157之1號,,,新竹縣竹東鎮三重里20鄰中興路二段157之1號,臨,256403.27,2739155.72,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,10,中興路二段,,188之1號,,,新竹縣竹東鎮三重里10鄰中興路二段188之1號,臨,256352.17,2739215.31,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,21,中興路二段221巷,,63之10號,,,新竹縣竹東鎮三重里21鄰中興路二段221巷63之10號,臨,256193.83,2739010.01,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,5,中興路二段,,292之1號,,,新竹縣竹東鎮三重里5鄰中興路二段292之1號,臨,256148,2739509.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,22,中興路二段297巷,,173之1號,,,新竹縣竹東鎮三重里22鄰中興路二段297巷173之1號,臨,255928.87,2739060.44,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,22,中興路二段297巷,,300之1號,,,新竹縣竹東鎮三重里22鄰中興路二段297巷300之1號,臨,255775.89,2738103.31,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,22,中興路二段297巷,,300之2號,,,新竹縣竹東鎮三重里22鄰中興路二段297巷300之2號,臨,255791.72,2738120.29,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,三重里,22,中興路二段297巷,,308之1號,,,新竹縣竹東鎮三重里22鄰中興路二段297巷308之1號,臨,255691.14,2737953,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,1,,上坪,6之30號,,,新竹縣竹東鎮上坪里1鄰上坪6之30號,臨,262041.14,2727054.81,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,1,,上坪,21之1號,,,新竹縣竹東鎮上坪里1鄰上坪21之1號,臨,262419.99,2727670.45,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,4,,上坪,40之3號,,,新竹縣竹東鎮上坪里4鄰上坪40之3號,臨,262426.82,2727956.75,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,4,,上坪,43之1號,,,新竹縣竹東鎮上坪里4鄰上坪43之1號,臨,262294.14,2728359.66,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,4,,上坪,47之1號,,,新竹縣竹東鎮上坪里4鄰上坪47之1號,臨,262305.01,2728449.55,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,10,,上坪,131之1號,,,新竹縣竹東鎮上坪里10鄰上坪131之1號,臨,261939.58,2728416.83,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上坪里,2,,上坪,136之5號,,,新竹縣竹東鎮上坪里2鄰上坪136之5號,臨,261389.29,2728003.65,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,13,中豐路二段190巷,,3號,1,,新竹縣竹東鎮上舘里13鄰中豐路二段190巷3號一樓,停車位,259458.72,2735084.26,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,13,中豐路二段190巷,,5號,1,,新竹縣竹東鎮上舘里13鄰中豐路二段190巷5號一樓,停車位,259449.99,2735089.02,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,18,中豐路二段,,295之1號,,,新竹縣竹東鎮上舘里18鄰中豐路二段295之1號,臨,259120.49,2735275.23,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,9,和江街,,112之1號,,,新竹縣竹東鎮上舘里9鄰和江街112之1號,臨,259492.3,2734780.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,26,和江街453巷,,63之23號,,,新竹縣竹東鎮上舘里26鄰和江街453巷63之23號,臨,258668.44,2735095.15,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,28,和江街487巷,,2之1號,,,新竹縣竹東鎮上舘里28鄰和江街487巷2之1號,臨,258620.47,2735380.21,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,18,幸福路,,102之1號,,,新竹縣竹東鎮上舘里18鄰幸福路102之1號,臨,259242.41,2735168.79,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,3,東峰路220巷,,48之1號,,,新竹縣竹東鎮上舘里3鄰東峰路220巷48之1號,臨,259762.54,2734325.09,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,1,生產街,,8之1號,,,新竹縣竹東鎮上舘里1鄰生產街8之1號,臨,259286.51,2733397.69,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,1,生產街,,8之8號,,,新竹縣竹東鎮上舘里1鄰生產街8之8號,臨,259250.37,2733605.32,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,上舘里,1,生產街,,39之1號,,,新竹縣竹東鎮上舘里1鄰生產街39之1號,臨,259511.12,2733813.74,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中山里,2,大林路,,45之1號,,,新竹縣竹東鎮中山里2鄰大林路45之1號,臨,259054.16,2736057.65,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中山里,18,東寧路二段,,90之1號,,,新竹縣竹東鎮中山里18鄰東寧路二段90之1號,臨,259121.71,2736028.94,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,10,中正路,,39之1號,,,新竹縣竹東鎮中正里10鄰中正路39之1號,臨,259379.26,2735912.72,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,12,中正路,,48之1號,,,新竹縣竹東鎮中正里12鄰中正路48之1號,臨,259414.91,2735953.99,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,15,中正路,,83之21號,,,新竹縣竹東鎮中正里15鄰中正路83之21號,臨,259374.02,2736160.06,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,15,中正路,,83之27號,,,新竹縣竹東鎮中正里15鄰中正路83之27號,臨,259372.25,2736168,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,15,中正路,,106號,,,新竹縣竹東鎮中正里15鄰中正路106號,該建物已申請拆除,259421.22,2736108.12,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,11,工業一路,,47之10號,,,新竹縣竹東鎮中正里11鄰工業一路47之10號,臨,259705.37,2735997.36,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,11,工業一路,,47之7號,,,新竹縣竹東鎮中正里11鄰工業一路47之7號,臨,259671.17,2735960.38,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,11,工業二路,,105之1號,,,新竹縣竹東鎮中正里11鄰工業二路105之1號,臨,259842.96,2735639.29,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,中正里,4,東寧路一段,,303之1號,,,新竹縣竹東鎮中正里4鄰東寧路一段303之1號,臨,259350.78,2735705.83,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,14,中央路79巷16弄,,10之1號,,,新竹縣竹東鎮二重里14鄰中央路79巷16弄10之1號,臨,255650.92,2740237.73,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,1,中興路三段33巷,,19之1號,,,新竹縣竹東鎮二重里1鄰中興路三段33巷19之1號,臨,255744.06,2739756.58,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,1,中興路三段,,35之1號,,,新竹縣竹東鎮二重里1鄰中興路三段35之1號,臨,255835.22,2739812.92,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,1,中興路三段,,43之1號,,,新竹縣竹東鎮二重里1鄰中興路三段43之1號,臨,255811.37,2739823.7,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,1,中興路三段,,43之2號,,,新竹縣竹東鎮二重里1鄰中興路三段43之2號,臨,255808.45,2739827.8,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,1,中興路三段,,59之5號,,,新竹縣竹東鎮二重里1鄰中興路三段59之5號,臨,255802.31,2739840.6,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,8,中興路三段,,217之1號,,,新竹縣竹東鎮二重里8鄰中興路三段217之1號,臨,255587.13,2740072.42,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,8,中興路三段,,219之1號,,,新竹縣竹東鎮二重里8鄰中興路三段219之1號,臨,255592.81,2740079.69,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,8,中興路三段221巷,,28之1號,,,新竹縣竹東鎮二重里8鄰中興路三段221巷28之1號,臨,255527.31,2740034.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,8,中興路三段,,268之1號,,,新竹縣竹東鎮二重里8鄰中興路三段268之1號,臨,255497.89,2740207.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,18,中興路三段,,309之5號,,,新竹縣竹東鎮二重里18鄰中興路三段309之5號,臨,255414.92,2740216.59,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,18,中興路三段,,314之1號,,,新竹縣竹東鎮二重里18鄰中興路三段314之1號,臨,255415.36,2740271.96,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,18,中興路三段,,314之2號,,,新竹縣竹東鎮二重里18鄰中興路三段314之2號,臨,255410.91,2740274.33,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,11,光明路20巷,,24之1號,,,新竹縣竹東鎮二重里11鄰光明路20巷24之1號,臨,255786.1,2739935.33,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,10,光明路20巷51弄,,80之1號,,,新竹縣竹東鎮二重里10鄰光明路20巷51弄80之1號,臨,255903.11,2740026.5,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,12,光明路,,67之1號,,,新竹縣竹東鎮二重里12鄰光明路67之1號,臨,255760.56,2740103.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,15,光明路,,295之1號,,,新竹縣竹東鎮二重里15鄰光明路295之1號,臨,255669.72,2740647.5,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,25,光明路398巷,,62之1號,,,新竹縣竹東鎮二重里25鄰光明路398巷62之1號,臨,255847.36,2740832.54,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,25,光明路410巷,,1之1號,,,新竹縣竹東鎮二重里25鄰光明路410巷1之1號,臨,255594.15,2740970.42,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,26,光明路,,510之1號,,,新竹縣竹東鎮二重里26鄰光明路510之1號,臨,255607.95,2741151.32,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,26,光明路538巷,,2之1號,,,新竹縣竹東鎮二重里26鄰光明路538巷2之1號,臨,255636.24,2741180.03,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,26,光明路538巷,,27之1號,,,新竹縣竹東鎮二重里26鄰光明路538巷27之1號,臨,255740.37,2741154.16,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,26,光明路,,570之1號,,,新竹縣竹東鎮二重里26鄰光明路570之1號,臨,255638.67,2741310.14,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,9,太平路57巷,,21之1號,,,新竹縣竹東鎮二重里9鄰太平路57巷21之1號,臨,255345.25,2740074.62,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,9,太平路57巷,,21之3號,,,新竹縣竹東鎮二重里9鄰太平路57巷21之3號,臨,255341.54,2740072.31,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,9,太平路57巷,,21之7號,,,新竹縣竹東鎮二重里9鄰太平路57巷21之7號,臨,255323.03,2740058.22,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,9,太平路,,116之1號,,,新竹縣竹東鎮二重里9鄰太平路116之1號,臨,255248.03,2739988.32,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,4,學府東路39巷,,8之1號,,,新竹縣竹東鎮二重里4鄰學府東路39巷8之1號,臨,255403.06,2738936.44,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
TW,台灣省,新竹縣,竹東鎮,二重里,2,學府路,,18之1號,,,新竹縣竹東鎮二重里2鄰學府路18之1號,臨,255672.11,2739947.89,新竹縣政府,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=902&s=2663
