addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:unit,addr:full,x,y,addr:TW:dataset,source
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,4號,,之6,彰化縣彰化市中庄里13鄰彰南路一段台化一莊4號之6,205907.45,2664758.97,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,4號,,之7,彰化縣彰化市中庄里13鄰彰南路一段台化一莊4號之7,205905.41,2664752.86,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,4號,,之8,彰化縣彰化市中庄里13鄰彰南路一段台化一莊4號之8,205902.87,2664747.01,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,4號,,之9,彰化縣彰化市中庄里13鄰彰南路一段台化一莊4號之9,205900.32,2664740.13,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之1,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之1,205934.17,2664784.67,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之2,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之2,205932.39,2664778.05,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之3,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之3,205930.1,2664771.69,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之4,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之4,205927.55,2664766.09,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之5,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之5,205925.26,2664759.22,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之6,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之6,205923.23,2664753.11,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,5號,,之7,彰化縣彰化市中庄里13鄰彰南路一段台化一莊5號之7,205918.65,2664744.97,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之1,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之1,205946.13,2664780.34,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之2,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之2,205942.82,2664773.98,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之3,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之3,205940.28,2664767.87,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之4,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之4,205937.73,2664761.77,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之5,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之5,205935.95,2664755.66,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,6號,,之6,彰化縣彰化市中庄里13鄰彰南路一段台化一莊6號之6,205933.41,2664749.55,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,7號,,之1,彰化縣彰化市中庄里13鄰彰南路一段台化一莊7號之1,205958.86,2664780.09,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,7號,,之2,彰化縣彰化市中庄里13鄰彰南路一段台化一莊7號之2,205955.8,2664771.18,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,7號,,之3,彰化縣彰化市中庄里13鄰彰南路一段台化一莊7號之3,205954.53,2664762.28,170727,彰化縣政府
TW,台灣省,彰化縣,彰化市,中庄里,13,彰南路一段,台化一莊,7號,,之4,彰化縣彰化市中庄里13鄰彰南路一段台化一莊7號之4,205951.73,2664756.17,170727,彰化縣政府
