addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,addr:floor,addr:unit,addr:full,x,y,addr:TW:dataset,source
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路116巷,3號,,,澎湖縣馬公市光榮里12鄰文光路116巷3號,308284.305,2608059.799,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路116巷,4號,,,澎湖縣馬公市光榮里12鄰文光路116巷4號,308289.884,2608057.708,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路,118號,,,澎湖縣馬公市光榮里12鄰文光路118號,308272.255,2608070.727,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路,122號,,,澎湖縣馬公市光榮里12鄰文光路122號,308287.038,2608071.53,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,123號,,,澎湖縣馬公市光榮里18鄰文光路123號,308301.406,2608461.623,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路,124號,,,澎湖縣馬公市光榮里12鄰文光路124號,308274.952,2608083.599,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,125號,,,澎湖縣馬公市光榮里18鄰文光路125號,308299.741,2608465.599,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,1號,,,澎湖縣馬公市光榮里11鄰文光路126巷1號,308293.081,2608095.506,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,3號,,,澎湖縣馬公市光榮里11鄰文光路126巷3號,308299.223,2608094.591,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,7號,,,澎湖縣馬公市光榮里11鄰文光路126巷7號,308314.381,2608090.279,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,8號,,,澎湖縣馬公市光榮里12鄰文光路126巷8號,308307.759,2608077.892,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,8號,,1,澎湖縣馬公市光榮里12鄰文光路126巷8號之1,308314.624,2608074.922,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,9號,,,澎湖縣馬公市光榮里11鄰文光路126巷9號,308319.216,2608089.364,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,10號,,,澎湖縣馬公市光榮里12鄰文光路126巷10號,308325.128,2608074.725,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,11號,,,澎湖縣馬公市光榮里11鄰文光路126巷11號,308324.443,2608088.188,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,12號,,,澎湖縣馬公市光榮里12鄰文光路126巷12號,308340.79,2608069.282,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,13號,,,澎湖縣馬公市光榮里11鄰文光路126巷13號,308328.886,2608086.62,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,15號,,,澎湖縣馬公市光榮里11鄰文光路126巷15號,308346.266,2608083.353,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,16號,,,澎湖縣馬公市光榮里12鄰文光路126巷16號,308349.325,2608067.702,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,17號,,,澎湖縣馬公市光榮里11鄰文光路126巷17號,308354.105,2608082.7,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,12,文光路126巷,18號,,,澎湖縣馬公市光榮里12鄰文光路126巷18號,308359.132,2608067.159,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路126巷,19號,,,澎湖縣馬公市光榮里11鄰文光路126巷19號,308360.378,2608080.478,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,127號,,,澎湖縣馬公市光榮里18鄰文光路127號,308302.422,2608470.036,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,129號,,,澎湖縣馬公市光榮里18鄰文光路129號,308302.33,2608473.735,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,131號,,,澎湖縣馬公市光榮里18鄰文光路131號,308300.389,2608477.895,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,132號,,,澎湖縣馬公市光榮里11鄰文光路132號,308284.66,2608108.116,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,132號,,1,澎湖縣馬公市光榮里11鄰文光路132號之1,308293.709,2608109.514,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,132號,,2,澎湖縣馬公市光榮里11鄰文光路132號之2,308298.787,2608107.986,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,132號,,3,澎湖縣馬公市光榮里11鄰文光路132號之3,308304.323,2608106.553,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,133號,,,澎湖縣馬公市光榮里18鄰文光路133號,308298.4,2608482.32,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,134號,,,澎湖縣馬公市光榮里11鄰文光路134號,308286.223,2608111.736,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,1號,,,澎湖縣馬公市光榮里18鄰文光路135巷1號,308285.874,2608481.642,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,2號,,,澎湖縣馬公市光榮里18鄰文光路135巷2號,308293.967,2608494.744,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,3號,,,澎湖縣馬公市光榮里18鄰文光路135巷3號,308281.938,2608481.651,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,4號,,,澎湖縣馬公市光榮里18鄰文光路135巷4號,308287.276,2608495.156,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,5號,,,澎湖縣馬公市光榮里18鄰文光路135巷5號,308278.053,2608481.777,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,6號,,,澎湖縣馬公市光榮里18鄰文光路135巷6號,308279.807,2608495.812,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,7號,,,澎湖縣馬公市光榮里18鄰文光路135巷7號,308273.04,2608482.152,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,8號,,,澎湖縣馬公市光榮里18鄰文光路135巷8號,308274.795,2608496.062,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,9號,,,澎湖縣馬公市光榮里18鄰文光路135巷9號,308268.027,2608482.654,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,10號,,,澎湖縣馬公市光榮里18鄰文光路135巷10號,308269.961,2608496.388,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,11號,,,澎湖縣馬公市光榮里18鄰文光路135巷11號,308262.505,2608482.372,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,12號,,,澎湖縣馬公市光榮里18鄰文光路135巷12號,308265.324,2608496.799,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,13號,,,澎湖縣馬公市光榮里18鄰文光路135巷13號,308239.981,2608470.219,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,13之7號,,,澎湖縣馬公市光榮里18鄰文光路135巷13之7號,308238.96,2608428.23,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,15號,,,澎湖縣馬公市光榮里18鄰文光路135巷15號,308240.786,2608475.359,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,17號,,,澎湖縣馬公市光榮里18鄰文光路135巷17號,308238.67,2608483.12,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,18號,,,澎湖縣馬公市光榮里18鄰文光路135巷18號,308261.096,2608501.655,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,19號,,,澎湖縣馬公市光榮里18鄰文光路135巷19號,308226.965,2608483.689,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,20號,,,澎湖縣馬公市光榮里18鄰文光路135巷20號,308256.26,2608500.777,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,21號,,,澎湖縣馬公市光榮里18鄰文光路135巷21號,308220.513,2608483.711,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,22號,,,澎湖縣馬公市光榮里18鄰文光路135巷22號,308252.375,2608501.8,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,23號,,,澎湖縣馬公市光榮里18鄰文光路135巷23號,308213.392,2608485.384,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,24號,,,澎湖縣馬公市光榮里18鄰文光路135巷24號,308248.246,2608501.747,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,25號,,,澎湖縣馬公市光榮里18鄰文光路135巷25號,308201.455,2608484.763,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,26號,,,澎湖縣馬公市光榮里18鄰文光路135巷26號,308245.334,2608514.192,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,28號,,,澎湖縣馬公市光榮里18鄰文光路135巷28號,308238.305,2608516.869,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,30號,,,澎湖縣馬公市光榮里18鄰文光路135巷30號,308242.768,2608499.801,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,32號,,,澎湖縣馬公市光榮里18鄰文光路135巷32號,308238.795,2608499.9,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,34號,,,澎湖縣馬公市光榮里18鄰文光路135巷34號,308235.144,2608501.214,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,36號,,,澎湖縣馬公市光榮里18鄰文光路135巷36號,308231.346,2608502.821,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,46號,,,澎湖縣馬公市光榮里18鄰文光路135巷46號,308242.884,2608528.966,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,48號,,,澎湖縣馬公市光榮里18鄰文光路135巷48號,308247.85,2608527.359,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,50號,,,澎湖縣馬公市光榮里18鄰文光路135巷50號,308253.4,2608525.752,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,52號,,,澎湖縣馬公市光榮里18鄰文光路135巷52號,308258.075,2608523.853,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,54號,,,澎湖縣馬公市光榮里18鄰文光路135巷54號,308264.293,2608523.721,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,56號,,,澎湖縣馬公市光榮里18鄰文光路135巷56號,308267.861,2608519.618,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,58號,,,澎湖縣馬公市光榮里18鄰文光路135巷58號,308226.818,2608526.044,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,60號,,,澎湖縣馬公市光榮里18鄰文光路135巷60號,308224.627,2608521.078,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,62號,,,澎湖縣馬公市光榮里18鄰文光路135巷62號,308222.816,2608515.441,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,66號,,,澎湖縣馬公市光榮里18鄰文光路135巷66號,308218.726,2608501.186,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,68號,,,澎湖縣馬公市光榮里18鄰文光路135巷68號,308213.234,2608503.756,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路135巷,70號,,,澎湖縣馬公市光榮里18鄰文光路135巷70號,308208.21,2608503.756,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,136號,,,澎湖縣馬公市光榮里11鄰文光路136號,308290.04,2608120.83,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,136號,3,,澎湖縣馬公市光榮里11鄰文光路136號三樓,308290.04,2608120.83,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,136號,4,,澎湖縣馬公市光榮里11鄰文光路136號四樓,308290.04,2608120.83,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,136號,5,,澎湖縣馬公市光榮里11鄰文光路136號五樓,308290.04,2608120.83,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,136號,,1,澎湖縣馬公市光榮里11鄰文光路136號之1,308291.565,2608126.918,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,2,,澎湖縣馬公市光榮里11鄰文光路138號二樓,308309.872,2608117.891,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,3,,澎湖縣馬公市光榮里11鄰文光路138號三樓,308309.872,2608117.891,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,4,,澎湖縣馬公市光榮里11鄰文光路138號四樓,308309.872,2608117.891,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,5,,澎湖縣馬公市光榮里11鄰文光路138號五樓,308309.872,2608117.891,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,2,1,澎湖縣馬公市光榮里11鄰文光路138號之1二樓,308312.14,2608127.722,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,3,1,澎湖縣馬公市光榮里11鄰文光路138號之1三樓,308312.14,2608127.722,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,4,1,澎湖縣馬公市光榮里11鄰文光路138號之1四樓,308312.14,2608127.722,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路,138號,5,1,澎湖縣馬公市光榮里11鄰文光路138號之1五樓,308312.14,2608127.722,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,1號,,,澎湖縣馬公市光榮里11鄰文光路140巷1號,308311.078,2608143.565,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,2號,,,澎湖縣馬公市光榮里11鄰文光路140巷2號,308317.727,2608141.759,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,3號,,,澎湖縣馬公市光榮里11鄰文光路140巷3號,308324.459,2608140.528,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,4號,,,澎湖縣馬公市光榮里11鄰文光路140巷4號,308331.189,2608138.312,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,5號,,,澎湖縣馬公市光榮里11鄰文光路140巷5號,308337.592,2608135.849,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,6號,,,澎湖縣馬公市光榮里11鄰文光路140巷6號,308344.077,2608134.207,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,7號,,,澎湖縣馬公市光榮里11鄰文光路140巷7號,308361.001,2608122.728,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路140巷,8號,,,澎湖縣馬公市光榮里11鄰文光路140巷8號,308371.94,2608119.64,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,1號,,,澎湖縣馬公市光榮里10鄰文光路142巷1號,308323.086,2608184.222,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,3號,,,澎湖縣馬公市光榮里10鄰文光路142巷3號,308327.036,2608182.811,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,4號,,,澎湖縣馬公市光榮里10鄰文光路142巷4號,308314.848,2608159.81,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,5號,,,澎湖縣馬公市光榮里10鄰文光路142巷5號,308331.269,2608181.024,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,1,澎湖縣馬公市光榮里10鄰文光路142巷6號之1,308327.145,2608156.135,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,7,澎湖縣馬公市光榮里10鄰文光路142巷6號之7,308363.203,2608148.007,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,2,澎湖縣馬公市光榮里10鄰文光路142巷6號之2,308331.743,2608154.704,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,3,澎湖縣馬公市光榮里10鄰文光路142巷6號之3,308336.674,2608153.515,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,4,澎湖縣馬公市光榮里10鄰文光路142巷6號之4,308341.279,2608151.986,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,10,澎湖縣馬公市光榮里10鄰文光路142巷6號之10,308376.084,2608144.09,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,,澎湖縣馬公市光榮里10鄰文光路142巷6號,308319.936,2608157.619,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,5,澎湖縣馬公市光榮里10鄰文光路142巷6號之5,308348.396,2608146.813,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,8,澎湖縣馬公市光榮里10鄰文光路142巷6號之8,308367.32,2608146.48,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,9,澎湖縣馬公市光榮里10鄰文光路142巷6號之9,308371.635,2608145.019,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,6號,,11,澎湖縣馬公市光榮里10鄰文光路142巷6號之11,308381.927,2608143.36,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,11,文光路142巷,6號,,12,澎湖縣馬公市光榮里11鄰文光路142巷6號之12,308361.875,2608129.947,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,7號,,,澎湖縣馬公市光榮里10鄰文光路142巷7號,308335.006,2608180.011,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,,澎湖縣馬公市光榮里10鄰文光路142巷8號,308386.904,2608150.229,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,1,澎湖縣馬公市光榮里10鄰文光路142巷8號之1,308389.199,2608154.245,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,2,澎湖縣馬公市光榮里10鄰文光路142巷8號之2,308393.943,2608157.141,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,3,澎湖縣馬公市光榮里10鄰文光路142巷8號之3,308395.975,2608160.698,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,5,澎湖縣馬公市光榮里10鄰文光路142巷8號之5,308397.075,2608165.016,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,6,澎湖縣馬公市光榮里10鄰文光路142巷8號之6,308398.514,2608169.334,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,7,澎湖縣馬公市光榮里10鄰文光路142巷8號之7,308378.276,2608175.697,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,8,澎湖縣馬公市光榮里10鄰文光路142巷8號之8,308376.373,2608172.017,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,9,澎湖縣馬公市光榮里10鄰文光路142巷8號之9,308375.104,2608168.337,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,8號,,10,澎湖縣馬公市光榮里10鄰文光路142巷8號之10,308373.708,2608164.53,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路142巷,18號,,,澎湖縣馬公市光榮里10鄰文光路142巷18號,308357.466,2608174.554,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,148號,,,澎湖縣馬公市光榮里10鄰文光路148號,308304.103,2608165.464,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,18,文光路,151號,,,澎湖縣馬公市光榮里18鄰文光路151號,308294.52,2608526.65,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,152號,,,澎湖縣馬公市光榮里10鄰文光路152號,308311.751,2608189.617,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,152號,,1,澎湖縣馬公市光榮里10鄰文光路152號之1,308313.863,2608195.879,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,154號,,,澎湖縣馬公市光榮里10鄰文光路154號,308312.203,2608202.065,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,154號,,1,澎湖縣馬公市光榮里10鄰文光路154號之1,308312.615,2608208.215,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,1,澎湖縣馬公市光榮里10鄰文光路156號之1,308327.797,2608219.536,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,,澎湖縣馬公市光榮里10鄰文光路156號,308315.539,2608217.543,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,3,澎湖縣馬公市光榮里10鄰文光路156號之3,308338.137,2608212.169,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,4,澎湖縣馬公市光榮里10鄰文光路156號之4,308344.326,2608210.229,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,5,澎湖縣馬公市光榮里10鄰文光路156號之5,308352.038,2608208.426,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,6,澎湖縣馬公市光榮里10鄰文光路156號之6,308358.32,2608206.956,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,7,澎湖縣馬公市光榮里10鄰文光路156號之7,308366.072,2608204.684,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,8,澎湖縣馬公市光榮里10鄰文光路156號之8,308372.22,2608202.946,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,9,澎湖縣馬公市光榮里10鄰文光路156號之9,308366.053,2608188.088,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,10,澎湖縣馬公市光榮里10鄰文光路156號之10,308360.24,2608190.026,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,11,澎湖縣馬公市光榮里10鄰文光路156號之11,308352.323,2608193.4,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,12,澎湖縣馬公市光榮里10鄰文光路156號之12,308346.158,2608194.9,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,13,澎湖縣馬公市光榮里10鄰文光路156號之13,308338.958,2608197.533,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,10,文光路,156號,,14,澎湖縣馬公市光榮里10鄰文光路156號之14,308332.288,2608198.81,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路,158號,,,澎湖縣馬公市光榮里9鄰文光路158號,308319.666,2608244.553,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路,158號,,1,澎湖縣馬公市光榮里9鄰文光路158號之1,308323.433,2608240.869,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路,158號,,2,澎湖縣馬公市光榮里9鄰文光路158號之2,308327.016,2608239.419,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路,158號,,3,澎湖縣馬公市光榮里9鄰文光路158號之3,308331.025,2608237.542,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路,158號,,4,澎湖縣馬公市光榮里9鄰文光路158號之4,308334.779,2608236.945,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,1號,,,澎湖縣馬公市光榮里9鄰文光路162巷1號,308344.798,2608234.29,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,2號,,,澎湖縣馬公市光榮里9鄰文光路162巷2號,308350.722,2608231.698,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,3號,,,澎湖縣馬公市光榮里9鄰文光路162巷3號,308357.995,2608231.461,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,4號,,,澎湖縣馬公市光榮里9鄰文光路162巷4號,308363.125,2608227.903,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,5號,,,澎湖縣馬公市光榮里9鄰文光路162巷5號,308370.177,2608226.971,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,6號,,,澎湖縣馬公市光榮里9鄰文光路162巷6號,308378.588,2608223.318,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,9號,,,澎湖縣馬公市光榮里9鄰文光路162巷9號,308393.01,2608215.45,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,10號,,,澎湖縣馬公市光榮里9鄰文光路162巷10號,308400.428,2608213.74,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,10號,,1,澎湖縣馬公市光榮里9鄰文光路162巷10號之1,308407,2608209.853,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,光榮里,9,文光路162巷,10號,,2,澎湖縣馬公市光榮里9鄰文光路162巷10號之2,308413.386,2608224.107,170852,澎湖縣政府
