source,addr:TW:dataset,addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:place,addr:housename,addr:housenumber,addr:floor,addr:full,x,y
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,4號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓4號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,5號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓5號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,6號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓6號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,7號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓7號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,8號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓8號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,9號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓9號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,10號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓10號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,11號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓11號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,12號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓12號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,13號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓13號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,14號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓14號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,15號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓15號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,16號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓16號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,17號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓17號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,18號,3,高雄市橋頭區白樹里21鄰精忠新村六棟三樓18號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,1號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓1號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,2號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓2號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,3號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓3號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,4號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓4號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,5號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓5號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,6號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓6號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,7號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓7號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,8號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓8號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,9號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓9號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,10號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓10號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,11號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓11號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,12號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓12號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,13號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓13號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,14號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓14號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,15號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓15號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,16號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓16號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,17號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓17號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,18號,2,高雄市橋頭區白樹里21鄰精忠新村六棟二樓18號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,1號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓1號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,2號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓2號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,3號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓3號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,4號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓4號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,5號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓5號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,6號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓6號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,7號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓7號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,8號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓8號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,9號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓9號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,10號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓10號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,11號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓11號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,12號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓12號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,13號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓13號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,14號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓14號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,15號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓15號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,16號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓16號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,17號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓17號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,六棟,18號,4,高雄市橋頭區白樹里21鄰精忠新村六棟四樓18號,177970.160,2517712.900
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,1號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓1號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,2號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓2號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,3號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓3號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,4號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓4號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,5號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓5號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,6號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓6號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,7號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓7號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,8號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓8號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,9號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓9號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,10號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓10號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,11號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓11號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,12號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓12號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,13號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓13號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,14號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓14號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,15號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓15號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,16號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓16號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,17號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓17號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,18號,1,高雄市橋頭區白樹里21鄰精忠新村四棟一樓18號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,1號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓1號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,2號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓2號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,3號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓3號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,4號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓4號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,5號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓5號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,6號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓6號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,7號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓7號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,8號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓8號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,9號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓9號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,10號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓10號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,11號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓11號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,12號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓12號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,13號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓13號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,14號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓14號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,15號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓15號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,16號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓16號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,17號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓17號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,18號,3,高雄市橋頭區白樹里21鄰精忠新村四棟三樓18號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,1號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓1號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,2號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓2號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,3號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓3號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,4號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓4號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,5號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓5號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,6號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓6號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,7號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓7號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,8號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓8號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,9號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓9號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,10號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓10號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,11號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓11號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,12號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓12號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,13號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓13號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,14號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓14號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,15號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓15號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,16號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓16號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,17號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓17號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,18號,2,高雄市橋頭區白樹里21鄰精忠新村四棟二樓18號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,1號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓1號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,2號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓2號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,3號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓3號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,4號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓4號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,5號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓5號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,6號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓6號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,7號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓7號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,8號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓8號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,9號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓9號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,10號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓10號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,11號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓11號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,12號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓12號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,13號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓13號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,14號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓14號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,15號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓15號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,16號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓16號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,17號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓17號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,四棟,18號,4,高雄市橋頭區白樹里21鄰精忠新村四棟四樓18號,177996.380,2517688.640
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,16號,4,高雄市橋頭區白樹里21鄰精忠新村一棟四樓16號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,16號,3,高雄市橋頭區白樹里21鄰精忠新村一棟三樓16號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,16號,4,高雄市橋頭區白樹里21鄰精忠新村二棟四樓16號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,17號,3,高雄市橋頭區白樹里21鄰精忠新村二棟三樓17號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,17號,2,高雄市橋頭區白樹里21鄰精忠新村一棟二樓17號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,17號,1,高雄市橋頭區白樹里21鄰精忠新村二棟一樓17號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,17號,3,高雄市橋頭區白樹里21鄰精忠新村一棟三樓17號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,17號,4,高雄市橋頭區白樹里21鄰精忠新村一棟四樓17號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,17號,4,高雄市橋頭區白樹里21鄰精忠新村二棟四樓17號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,17號,2,高雄市橋頭區白樹里21鄰精忠新村二棟二樓17號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,17號,1,高雄市橋頭區白樹里21鄰精忠新村一棟一樓17號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,18號,2,高雄市橋頭區白樹里21鄰精忠新村一棟二樓18號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,18號,1,高雄市橋頭區白樹里21鄰精忠新村一棟一樓18號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,18號,3,高雄市橋頭區白樹里21鄰精忠新村二棟三樓18號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,18號,1,高雄市橋頭區白樹里21鄰精忠新村二棟一樓18號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,18號,3,高雄市橋頭區白樹里21鄰精忠新村一棟三樓18號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,18號,4,高雄市橋頭區白樹里21鄰精忠新村一棟四樓18號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,18號,4,高雄市橋頭區白樹里21鄰精忠新村二棟四樓18號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,18號,2,高雄市橋頭區白樹里21鄰精忠新村二棟二樓18號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,19號,1,高雄市橋頭區白樹里21鄰精忠新村一棟一樓19號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,19號,3,高雄市橋頭區白樹里21鄰精忠新村二棟三樓19號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,19號,3,高雄市橋頭區白樹里21鄰精忠新村一棟三樓19號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,19號,2,高雄市橋頭區白樹里21鄰精忠新村一棟二樓19號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,19號,4,高雄市橋頭區白樹里21鄰精忠新村一棟四樓19號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,19號,1,高雄市橋頭區白樹里21鄰精忠新村二棟一樓19號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,19號,2,高雄市橋頭區白樹里21鄰精忠新村二棟二樓19號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,19號,4,高雄市橋頭區白樹里21鄰精忠新村二棟四樓19號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,20號,3,高雄市橋頭區白樹里21鄰精忠新村一棟三樓20號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,20號,3,高雄市橋頭區白樹里21鄰精忠新村二棟三樓20號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,20號,1,高雄市橋頭區白樹里21鄰精忠新村一棟一樓20號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,20號,2,高雄市橋頭區白樹里21鄰精忠新村一棟二樓20號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,一棟,20號,4,高雄市橋頭區白樹里21鄰精忠新村一棟四樓20號,178062.390,2517630.150
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,20號,1,高雄市橋頭區白樹里21鄰精忠新村二棟一樓20號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,20號,2,高雄市橋頭區白樹里21鄰精忠新村二棟二樓20號,178048.420,2517641.960
高雄市政府,160248,TW,高雄市,橋頭區,白樹里,21,精忠新村,二棟,20號,4,高雄市橋頭區白樹里21鄰精忠新村二棟四樓20號,178048.420,2517641.960
