source,addr:TW:dataset,addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,addr:floor,addr:unit,addr:full,description,x,y
高雄市政府,160248,TW,高雄市,湖內區,大湖里,22,民族街110巷,65號,,,高雄市湖內區大湖里22鄰民族街110巷65號,農業資材室,171697.210,2532227.080
高雄市政府,160248,TW,高雄市,湖內區,文賢里,14,中正路二段290巷48弄,55號,,,高雄市湖內區文賢里14鄰中正路二段290巷48弄55號,農業資材室,169010.220,2534757.460
高雄市政府,160248,TW,高雄市,湖內區,海埔里,5,信義路60巷,18號,,,高雄市湖內區海埔里5鄰信義路60巷18號,農業資材室,170520.520,2533042.160
高雄市政府,160248,TW,高雄市,湖內區,湖內里,7,寧靖街,101號,,,高雄市湖內區湖內里7鄰寧靖街101號,農業資材室,171924.980,2531336.100
高雄市政府,160248,TW,高雄市,湖內區,湖內里,8,東方路365巷,9號,,,高雄市湖內區湖內里8鄰東方路365巷9號,農業資材室,171707.790,2530930.350
高雄市政府,160248,TW,高雄市,湖內區,湖東里,1,中山路一段1巷,60號,,,高雄市湖內區湖東里1鄰中山路一段1巷60號,農業資材室,173094.160,2530592.080
高雄市政府,160248,TW,高雄市,湖內區,田尾里,5,中山路一段496巷,72號,,,高雄市湖內區田尾里5鄰中山路一段496巷72號,溫室,172427.250,2533061.240
高雄市政府,160248,TW,高雄市,茄萣區,嘉福里,11,茄萣路二段,3號,,,高雄市茄萣區嘉福里11鄰茄萣路二段3號,高雄市茄萣戶政事務所,166211.480,2533169.040
高雄市政府,160248,TW,高雄市,永安區,永安里,2,永安路,24號,,,高雄市永安區永安里2鄰永安路24號,高雄市梓官戶政事務所永安辦公處,170495.800,2524429.750
高雄市政府,160248,TW,高雄市,彌陀區,彌仁里,10,中華路,16號,,,高雄市彌陀區彌仁里10鄰中華路16號,高雄市梓官戶政事務所彌陀辦公處,172988.600,2520267.970
高雄市政府,160248,TW,高雄市,梓官區,梓信里,12,信義路,125之10號,,,高雄市梓官區梓信里12鄰信義路125之10號,農業設施不得設籍,174062.880,2518422.500
高雄市政府,160248,TW,高雄市,梓官區,梓信里,17,四維路103巷,39號,,,高雄市梓官區梓信里17鄰四維路103巷39號,農業資材室不得設籍,173752.669,2518430.075
高雄市政府,160248,TW,高雄市,梓官區,梓義里,6,中崙路,230號,,,高雄市梓官區梓義里6鄰中崙路230號,農業資材室不得設籍,174979.498,2518034.436
高雄市政府,160248,TW,高雄市,梓官區,梓義里,17,信義路1巷,36號,,,高雄市梓官區梓義里17鄰信義路1巷36號,農業資材室不得設籍,174177.990,2517993.956
高雄市政府,160248,TW,高雄市,梓官區,梓義里,5,進學路,5號,,,高雄市梓官區梓義里5鄰進學路5號,高雄市梓官戶政事務所,174684.230,2517955.040
高雄市政府,160248,TW,高雄市,梓官區,赤東里,1,赤崁東路130巷,43號,,,高雄市梓官區赤東里1鄰赤崁東路130巷43號,資材室不得設籍,173489.660,2515748.950
高雄市政府,160248,TW,高雄市,旗山區,湄洲里,6,延平一路,503號,,,高雄市旗山區湄洲里6鄰延平一路503號,高雄市旗山戶政事務所,196990.320,2532019.540
高雄市政府,160248,TW,高雄市,美濃區,合和里,4,美中路,256號,,,高雄市美濃區合和里4鄰美中路256號,高雄市美濃戶政事務所,203012.720,2532740.750
高雄市政府,160248,TW,高雄市,六龜區,六龜里,5,民治路,18之2號,,,高雄市六龜區六龜里5鄰民治路18之2號,高雄市美濃戶政事務所六龜辦公處,212367.750,2544170.480
高雄市政府,160248,TW,高雄市,甲仙區,東安里,5,和安街,42之1號,,,高雄市甲仙區東安里5鄰和安街42之1號,高雄市旗山戶政事務所甲仙辦公處,207948.490,2553567.920
高雄市政府,160248,TW,高雄市,杉林區,上平里,6,山仙路,87號,,,高雄市杉林區上平里6鄰山仙路87號,高雄市旗山戶政事務所杉林辦公處,202989.590,2541557.830
高雄市政府,160248,TW,高雄市,杉林區,大愛里,1,大愛路,5號,,,高雄市杉林區大愛里1鄰大愛路5號,環保教育站,203157.140,2541010.690
高雄市政府,160248,TW,高雄市,杉林區,新庄里,5,司馬路45巷,12號,,,高雄市杉林區新庄里5鄰司馬路45巷12號,資材室,205372.460,2543078.860
高雄市政府,160248,TW,高雄市,杉林區,月眉里,12,清水路,27之4號,,,高雄市杉林區月眉里12鄰清水路27之4號,育苗作業室,202581.660,2539764.590
高雄市政府,160248,TW,高雄市,杉林區,月眉里,15,清水路公明巷,42之8號,,,高雄市杉林區月眉里15鄰清水路公明巷42之8號,農業資材室,201491.080,2539834.670
高雄市政府,160248,TW,高雄市,內門區,觀亭里,5,番子路,16之5號,,,高雄市內門區觀亭里5鄰番子路16之5號,社區活動中心,193931.420,2534742.910
高雄市政府,160248,TW,高雄市,大樹區,龍目里,14,龍目路,158號,,,高雄市大樹區龍目里14鄰龍目路158號,高雄市鳥松戶政事務所大樹辦公處,189792.070,2509393.230
高雄市政府,160248,TW,高雄市,路竹區,北嶺里,7,民治路106巷,38號,,,高雄市路竹區北嶺里7鄰民治路106巷38號,農業資材室,175264.320,2524955.870
高雄市政府,160248,TW,高雄市,鼓山區,裕興里,23,華榮路,565之44號,,,高雄市鼓山區裕興里23鄰華榮路565之44號市場攤位,市場攤位,177345.600,2507916.480
