source,addr:TW:dataset,addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,addr:floor,addr:unit,addr:full,x,y
高雄市政府,160248,TW,高雄市,鹽埕區,中山里,1,七賢三路,123號,B1,,高雄市鹽埕區中山里1鄰七賢三路123號地下一層,176185.277,2503067.916
高雄市政府,160248,TW,高雄市,鹽埕區,中山里,4,七賢三路,147號,B1,,高雄市鹽埕區中山里4鄰七賢三路147號地下一層,176231.682,2503150.918
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,15,大仁路,43號,B1,,高雄市鹽埕區光明里15鄰大仁路43號地下一層,176580.044,2502898.161
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,大勇路,96號,B1,,高雄市鹽埕區光明里12鄰大勇路96號地下一層,176447.670,2502883.710
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,大勇路,106號,B1,,高雄市鹽埕區光明里12鄰大勇路106號地下一層,176474.997,2502911.909
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,大勇路,106號,B2,,高雄市鹽埕區光明里12鄰大勇路106號地下二層,176474.997,2502911.909
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,大勇路,106號,B3,,高雄市鹽埕區光明里12鄰大勇路106號地下三層,176474.997,2502911.909
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,14,莒光街,197號,1,,高雄市鹽埕區光明里14鄰莒光街197號一層,176509.999,2502872.908
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,莒光街,213號,B1,,高雄市鹽埕區光明里12鄰莒光街213號地下一層,176520.700,2502905.909
高雄市政府,160248,TW,高雄市,鹽埕區,光明里,12,莒光街,219號,B1,,高雄市鹽埕區光明里12鄰莒光街219號地下一層,176536.000,2502925.900
高雄市政府,160248,TW,高雄市,鹽埕區,南端里,1,大義街,105號,B1,,高雄市鹽埕區南端里1鄰大義街105號地下一層,176616.404,2502582.899
高雄市政府,160248,TW,高雄市,鹽埕區,南端里,1,大義街,107號,B1,1,高雄市鹽埕區南端里1鄰大義街107號地下一層之1,176625.805,2502586.899
高雄市政府,160248,TW,高雄市,鹽埕區,博愛里,3,北端街,3號,B1,,高雄市鹽埕區博愛里3鄰北端街3號地下一層,176200.884,2503553.929
高雄市政府,160248,TW,高雄市,鹽埕區,壽星里,1,七賢三路,229號,B1,,高雄市鹽埕區壽星里1鄰七賢三路229號地下一層,176384.006,2503454.578
高雄市政府,160248,TW,高雄市,鹽埕區,壽星里,1,七賢三路,245號,B1,3,高雄市鹽埕區壽星里1鄰七賢三路245號地下夾層之3,176395.490,2503503.920
高雄市政府,160248,TW,高雄市,鹽埕區,壽星里,1,七賢三路,245號,B1,1,高雄市鹽埕區壽星里1鄰七賢三路245號地下夾層之1,176395.490,2503503.920
高雄市政府,160248,TW,高雄市,鹽埕區,壽星里,1,七賢三路,245號,B1,2,高雄市鹽埕區壽星里1鄰七賢三路245號地下夾層之2,176395.490,2503503.920
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,1,七賢二路,472號,B1,,高雄市鹽埕區府北里1鄰七賢二路472號地下一層,176423.899,2503438.924
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,6,高雄市鹽埕區府北里14鄰大有街11號一底層之6,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B2,,高雄市鹽埕區府北里14鄰大有街11號二底層地下室,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,2,高雄市鹽埕區府北里14鄰大有街11號一底層之2,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,3,高雄市鹽埕區府北里14鄰大有街11號一底層之3,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,4,高雄市鹽埕區府北里14鄰大有街11號一底層之4,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,1,高雄市鹽埕區府北里14鄰大有街11號一底層之1,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,9,高雄市鹽埕區府北里14鄰大有街11號一底層之9,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,10,高雄市鹽埕區府北里14鄰大有街11號一底層之10,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,13,高雄市鹽埕區府北里14鄰大有街11號一底層之13,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,15,高雄市鹽埕區府北里14鄰大有街11號一底層之15,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,5,高雄市鹽埕區府北里14鄰大有街11號一底層之5,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,11,高雄市鹽埕區府北里14鄰大有街11號一底層之11,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,12,高雄市鹽埕區府北里14鄰大有街11號一底層之12,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,18,高雄市鹽埕區府北里14鄰大有街11號一底層之18,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,19,高雄市鹽埕區府北里14鄰大有街11號一底層之19,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,,高雄市鹽埕區府北里14鄰大有街11號一底層地下室,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,7,高雄市鹽埕區府北里14鄰大有街11號一底層之7,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,8,高雄市鹽埕區府北里14鄰大有街11號一底層之8,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,14,高雄市鹽埕區府北里14鄰大有街11號一底層之14,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,16,高雄市鹽埕區府北里14鄰大有街11號一底層之16,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,17,高雄市鹽埕區府北里14鄰大有街11號一底層之17,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,20,高雄市鹽埕區府北里14鄰大有街11號一底層之20,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,21,高雄市鹽埕區府北里14鄰大有街11號一底層之21,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,22,高雄市鹽埕區府北里14鄰大有街11號一底層之22,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,大有街,11號,B1,23,高雄市鹽埕區府北里14鄰大有街11號一底層之23,176560.900,2503306.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,13,富野路,38號,B1,,高雄市鹽埕區府北里13鄰富野路38號地下一層,176510.503,2503254.918
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,12,富野路56巷,3之1號,B1,,高雄市鹽埕區府北里12鄰富野路56巷3之1號地下一層,176478.800,2503288.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,12,富野路56巷,3之2號,B1,,高雄市鹽埕區府北里12鄰富野路56巷3之2號地下一層,176480.900,2503292.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,12,富野路,66號,B1,,高雄市鹽埕區府北里12鄰富野路66號地下一層,176455.600,2503289.920
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,19,府北路,20號,B1,1,高雄市鹽埕區府北里19鄰府北路20號地下一層之1,176606.810,2503309.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,14,府北路,25號,4,3附1,高雄市鹽埕區府北里14鄰府北路25號四樓之3附1,176580.200,2503281.910
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,18,府北路,36號,B1,,高雄市鹽埕區府北里18鄰府北路36號地下一層,176587.210,2503350.920
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,19,河西路,103號,B1,,高雄市鹽埕區府北里19鄰河西路103號地下一層,176673.140,2503289.310
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,13,鹽埕街,118號,B1,,高雄市鹽埕區府北里13鄰鹽埕街118號地下一層,176518.404,2503266.919
高雄市政府,160248,TW,高雄市,鹽埕區,府北里,13,鹽埕街,124號,B1,,高雄市鹽埕區府北里13鄰鹽埕街124號地下一層,176525.105,2503277.919
高雄市政府,160248,TW,高雄市,鹽埕區,教仁里,20,大仁路,237之4號,4,3附1,高雄市鹽埕區教仁里20鄰大仁路237之4號四樓之3附1,176010.260,2503215.920
高雄市政府,160248,TW,高雄市,鹽埕區,新樂里,6,鹽埕街40巷,18號,B1,,高雄市鹽埕區新樂里6鄰鹽埕街40巷18號地下一層,176325.280,2503016.910
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,11之2號,B1,2,高雄市鹽埕區江南里12鄰大勇路11之2號地下一層之2,176185.971,2502496.900
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,11之2號,B1,1,高雄市鹽埕區江南里12鄰大勇路11之2號地下一層之1,176185.971,2502496.900
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,臨23之11號,,,高雄市鹽埕區江南里12鄰大勇路臨23之11號,176205.170,2502526.900
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,臨23之17號,,,高雄市鹽埕區江南里12鄰大勇路臨23之17號,176194.872,2502532.901
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,臨23之4號,,,高雄市鹽埕區江南里12鄰大勇路臨23之4號,176219.174,2502516.900
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,臨27之8號,,,高雄市鹽埕區江南里12鄰大勇路臨27之8號,176191.972,2502534.901
高雄市政府,160248,TW,高雄市,鹽埕區,江南里,12,大勇路,臨27之9號,,,高雄市鹽埕區江南里12鄰大勇路臨27之9號,176194.672,2502539.901
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之1號,,,高雄市鹽埕區江西里18鄰大安街臨1之1號,175778.864,2502660.066
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之11號,,,高雄市鹽埕區江西里18鄰大安街臨1之11號,175780.734,2502634.680
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之2號,,,高雄市鹽埕區江西里18鄰大安街臨1之2號,175780.981,2502664.511
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之5號,,,高雄市鹽埕區江西里18鄰大安街臨1之5號,175788.043,2502639.907
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之6號,,,高雄市鹽埕區江西里18鄰大安街臨1之6號,175791.144,2502630.907
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之8號,,,高雄市鹽埕區江西里18鄰大安街臨1之8號,175782.780,2502639.336
高雄市政府,160248,TW,高雄市,鹽埕區,江西里,18,大安街,臨1之9號,,,高雄市鹽埕區江西里18鄰大安街臨1之9號,175783.943,2502631.907
高雄市政府,160248,TW,高雄市,鹽埕區,沙地里,5,五福四路,3號,B1,,高雄市鹽埕區沙地里5鄰五福四路3號地下一層,176904.920,2502459.890
高雄市政府,160248,TW,高雄市,鹽埕區,沙地里,5,五福四路,臨29號,,,高雄市鹽埕區沙地里5鄰五福四路臨29號,176832.810,2502496.890
高雄市政府,160248,TW,高雄市,鹽埕區,河濱里,19,光榮街,49號,B1,,高雄市鹽埕區河濱里19鄰光榮街49號地下一層,176485.290,2502650.900
高雄市政府,160248,TW,高雄市,鹽埕區,港都里,1,五福四路,263號,10,11之1,高雄市鹽埕區港都里1鄰五福四路263號十樓之11之1,176075.760,2502900.910
高雄市政府,160248,TW,高雄市,鹽埕區,港都里,1,五福四路,263號,8,11之1,高雄市鹽埕區港都里1鄰五福四路263號八樓之11之1,176075.760,2502900.910
高雄市政府,160248,TW,高雄市,鹽埕區,港都里,1,五福四路,263號,9,11之1,高雄市鹽埕區港都里1鄰五福四路263號九樓之11之1,176075.760,2502900.910
高雄市政府,160248,TW,高雄市,鹽埕區,港都里,1,五福四路,263號,11,11之1,高雄市鹽埕區港都里1鄰五福四路263號十一樓之11之1,176075.760,2502900.910
高雄市政府,160248,TW,高雄市,鹽埕區,藍橋里,7,建國四路,344號,B1,,高雄市鹽埕區藍橋里7鄰建國四路344號地下一層,176464.106,2503841.935
高雄市政府,160248,TW,高雄市,鹽埕區,藍橋里,11,建國四路,415號,B1,,高雄市鹽埕區藍橋里11鄰建國四路415號地下一層,176435.905,2503874.936
高雄市政府,160248,TW,高雄市,鼓山區,光化里,2,鼓山二路,74,,附2號,高雄市鼓山區光化里2鄰鼓山二路74附2號,176262.490,2503788.930
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,58,,附1號,高雄市鼓山區光化里15鄰鼓山二路37巷58附1號,176096.176,2503597.931
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷,65,,附1號,高雄市鼓山區光化里16鄰鼓山二路37巷65附1號,176096.176,2503597.931
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,58,,附3號,高雄市鼓山區光化里15鄰鼓山二路37巷58附3號,175957.860,2503726.930
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷,65號,,附2,高雄市鼓山區光化里16鄰鼓山二路37巷65號附2,175923.965,2503691.935
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷,65號,,附5,高雄市鼓山區光化里16鄰鼓山二路37巷65號附5,175907.560,2503698.930
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷,65號,,附6,高雄市鼓山區光化里16鄰鼓山二路37巷65號附6,175913.660,2503689.930
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,66號,,附2,高雄市鼓山區光化里15鄰鼓山二路37巷66號附2,175939.466,2503723.936
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,66號,,附3,高雄市鼓山區光化里15鄰鼓山二路37巷66號附3,175940.766,2503731.936
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,68號,,附7,高雄市鼓山區光化里15鄰鼓山二路37巷68號附7,175937.766,2503748.937
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,68號,,附1,高雄市鼓山區光化里15鄰鼓山二路37巷68號附1,175926.165,2503724.936
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,68號,,附4,高雄市鼓山區光化里15鄰鼓山二路37巷68號附4,175931.266,2503737.937
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,68號,,附5,高雄市鼓山區光化里15鄰鼓山二路37巷68號附5,175933.066,2503741.937
高雄市政府,160248,TW,高雄市,鼓山區,光化里,15,鼓山二路37巷,76號,,附2,高雄市鼓山區光化里15鄰鼓山二路37巷76號附2,175908.660,2503737.930
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷80弄,3號,,附1,高雄市鼓山區光化里16鄰鼓山二路37巷80弄3號附1,175903.164,2503765.938
高雄市政府,160248,TW,高雄市,鼓山區,光化里,16,鼓山二路37巷80弄,19號,,附1,高雄市鼓山區光化里16鄰鼓山二路37巷80弄19號附1,175947.567,2503754.937
高雄市政府,160248,TW,高雄市,鼓山區,光化里,12,鼓山二路45巷11弄,15號,,附1,高雄市鼓山區光化里12鄰鼓山二路45巷11弄15號附1,176116.130,2503844.740
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,9,鼓山三路,108號之17,,附1,高雄市鼓山區內惟里9鄰鼓山三路108號之17附1,175782.680,2506997.020
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附2,高雄市鼓山區內惟里10鄰鼓山三路108之10號附2,175727.749,2506948.975
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附3,高雄市鼓山區內惟里10鄰鼓山三路108之10號附3,175730.205,2506952.243
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附5,高雄市鼓山區內惟里10鄰鼓山三路108之10號附5,175732.436,2506955.708
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附6,高雄市鼓山區內惟里10鄰鼓山三路108之10號附6,175734.921,2506958.974
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附7,高雄市鼓山區內惟里10鄰鼓山三路108之10號附7,175738.512,2506962.542
高雄市政府,160248,TW,高雄市,鼓山區,內惟里,10,鼓山三路,108之10號,,附1,高雄市鼓山區內惟里10鄰鼓山三路108之10號附1,175725.266,2506945.709
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附1,高雄市鼓山區厚生里1鄰鼓山三路6之6號附1,175752.870,2505337.100
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附3,高雄市鼓山區厚生里1鄰鼓山三路6之6號附3,175750.968,2505345.362
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附2,高雄市鼓山區厚生里1鄰鼓山三路6之6號附2,175752.070,2505340.590
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附5,高雄市鼓山區厚生里1鄰鼓山三路6之6號附5,175748.904,2505349.966
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附6,高雄市鼓山區厚生里1鄰鼓山三路6之6號附6,175748.110,2505354.250
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附7,高雄市鼓山區厚生里1鄰鼓山三路6之6號附7,175746.841,2505359.332
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附8,高雄市鼓山區厚生里1鄰鼓山三路6之6號附8,175746.047,2505363.142
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,1,鼓山三路,6之6號,,附9,高雄市鼓山區厚生里1鄰鼓山三路6之6號附9,175744.610,2505369.010
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,11,鼓山三路,8之12號,,附1,高雄市鼓山區厚生里11鄰鼓山三路8之12號附1,175720.769,2505479.987
高雄市政府,160248,TW,高雄市,鼓山區,厚生里,11,鼓山三路,8之12號,,附2,高雄市鼓山區厚生里11鄰鼓山三路8之12號附2,175719.969,2505483.987
高雄市政府,160248,TW,高雄市,鼓山區,哨船頭里,15,哨船街1巷,5號,,附1,高雄市鼓山區哨船頭里15鄰哨船街1巷5號附1,174625.952,2502146.903
高雄市政府,160248,TW,高雄市,鼓山區,哨船頭里,14,哨船街3巷,20號,,附3,高雄市鼓山區哨船頭里14鄰哨船街3巷20號附3,174654.455,2502194.904
高雄市政府,160248,TW,高雄市,鼓山區,哨船頭里,8,哨船街,14號,B1,,高雄市鼓山區哨船頭里8鄰哨船街14號地下一層,174811.192,2502180.593
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,6,登山街48巷,33號,,附2,高雄市鼓山區壽山里6鄰登山街48巷33號附2,175095.575,2502999.081
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,6,登山街48巷,33號,,附1,高雄市鼓山區壽山里6鄰登山街48巷33號附1,175099.996,2502999.923
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,8,登山街,56之1號,,附1,高雄市鼓山區壽山里8鄰登山街56之1號附1,175076.694,2502957.922
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,10,登山街60巷,32號,,附4,高雄市鼓山區壽山里10鄰登山街60巷32號附4,175032.790,2503022.920
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,10,登山街60巷,32號,,附7,高雄市鼓山區壽山里10鄰登山街60巷32號附7,175039.692,2503039.924
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,11,登山街60巷,32號,,附1,高雄市鼓山區壽山里11鄰登山街60巷32號附1,174977.788,2503022.924
高雄市政府,160248,TW,高雄市,鼓山區,壽山里,11,登山街60巷,74號,,附之1,高雄市鼓山區壽山里11鄰登山街60巷74號附之1,174936.380,2503145.920
高雄市政府,160248,TW,高雄市,鼓山區,山下里,8,萬壽路,90號,,附1,高雄市鼓山區山下里8鄰萬壽路90號附1,175863.157,2503405.928
高雄市政府,160248,TW,高雄市,鼓山區,山下里,8,萬壽路,90號,,附2,高雄市鼓山區山下里8鄰萬壽路90號附2,175867.280,2503415.180
高雄市政府,160248,TW,高雄市,鼓山區,山下里,8,萬壽路,104號,,附1,高雄市鼓山區山下里8鄰萬壽路104號附1,175838.150,2503454.920
高雄市政府,160248,TW,高雄市,鼓山區,山下里,17,鼓山一路161巷50弄,59號,2,2,高雄市鼓山區山下里17鄰鼓山一路161巷50弄59號二樓之二,175893.760,2503663.930
高雄市政府,160248,TW,高雄市,鼓山區,山下里,17,鼓山一路161巷50弄,59號,5,2,高雄市鼓山區山下里17鄰鼓山一路161巷50弄59號五樓之二,175893.760,2503663.930
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14,,附3號,高雄市鼓山區峰南里6鄰千光路14附3號,175498.370,2502805.870
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,11,千光路,46,,附5號,高雄市鼓山區峰南里11鄰千光路46附5號,175408.110,2502891.910
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,32,,附5號,高雄市鼓山區峰南里6鄰千光路32附5號,175440.320,2502856.916
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,11,千光路,46,,附7號,高雄市鼓山區峰南里11鄰千光路46附7號,175428.919,2502871.916
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,11,千光路,46,,附8號,高雄市鼓山區峰南里11鄰千光路46附8號,175400.217,2502868.917
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14號,,附1,高雄市鼓山區峰南里6鄰千光路14號附1,175505.010,2502801.570
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14號,,附9,高雄市鼓山區峰南里6鄰千光路14號附9,175514.830,2502813.920
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14之15號,,附1,高雄市鼓山區峰南里6鄰千光路14之15號附1,175474.122,2502852.915
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14之3號,,附1,高雄市鼓山區峰南里6鄰千光路14之3號附1,175498.370,2502805.870
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14,,附15號,高雄市鼓山區峰南里6鄰千光路14附15號,175528.790,2502808.020
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,6,千光路,14,,附28號,高雄市鼓山區峰南里6鄰千光路14附28號,175441.210,2502837.510
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,5,臨海一路,21之3號,,附5,高雄市鼓山區峰南里5鄰臨海一路21之3號附5,175386.100,2502625.660
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,5,臨海一路,21之3號,,附3,高雄市鼓山區峰南里5鄰臨海一路21之3號附3,175380.540,2502616.770
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,9,鼓山一路53巷,1之2號,,附1,高雄市鼓山區峰南里9鄰鼓山一路53巷1之2號附1,175597.132,2502863.915
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,13,鼓山一路53巷,37,,附2號,高雄市鼓山區峰南里13鄰鼓山一路53巷37附2號,175554.429,2502943.917
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,8,鼓山一路53巷,11號,,附4,高雄市鼓山區峰南里8鄰鼓山一路53巷11號附4,175552.429,2502909.916
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,13,鼓山一路53巷,37,,附13號,高雄市鼓山區峰南里13鄰鼓山一路53巷37附13號,175466.423,2502952.918
高雄市政府,160248,TW,高雄市,鼓山區,峰南里,13,鼓山一路53巷,37,,附19號,高雄市鼓山區峰南里13鄰鼓山一路53巷37附19號,175459.722,2502938.918
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100號之4,,附5,高雄市鼓山區建國里15鄰鼓山三路100號之4附5,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附1號,高雄市鼓山區建國里15鄰鼓山三路100之4附1號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附2號,高雄市鼓山區建國里15鄰鼓山三路100之4附2號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附3號,高雄市鼓山區建國里15鄰鼓山三路100之4附3號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附6號,高雄市鼓山區建國里15鄰鼓山三路100之4附6號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附10號,高雄市鼓山區建國里15鄰鼓山三路100之4附10號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附11號,高雄市鼓山區建國里15鄰鼓山三路100之4附11號,175583.995,2506659.555
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4,,附8號,高雄市鼓山區建國里15鄰鼓山三路100之4附8號,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之1號,,附1,高雄市鼓山區建國里15鄰鼓山三路100之1號附1,175564.770,2506646.021
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附4,高雄市鼓山區建國里15鄰鼓山三路100之4號附4,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附5,高雄市鼓山區建國里15鄰鼓山三路100之4號附5,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附7,高雄市鼓山區建國里15鄰鼓山三路100之4號附7,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附9,高雄市鼓山區建國里15鄰鼓山三路100之4號附9,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附6,高雄市鼓山區建國里15鄰鼓山三路100之4號附6,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附2,高雄市鼓山區建國里15鄰鼓山三路100之4號附2,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附10,高雄市鼓山區建國里15鄰鼓山三路100之4號附10,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,15,鼓山三路,100之4號,,附12,高雄市鼓山區建國里15鄰鼓山三路100之4號附12,175576.370,2506664.020
高雄市政府,160248,TW,高雄市,鼓山區,建國里,8,鼓山三路,108之1號,,附2,高雄市鼓山區建國里8鄰鼓山三路108之1號附2,175701.290,2506917.060
